,pregid,postgid,frequency_train,dt_train,path,epsp_before,epsp_after,epsp_ratio,epsp_before_std,epsp_after_std,N,apical_ratio,Use_before_mean,Use_before_std,Dep_mean,Dep_std,Fac_mean,Fac_std,gmax_AMPA_before_mean,gmax_AMPA_before_std,spine_volume_mean,spine_volume_std,Nrrp_mean,Nrrp_std,Cpre_mean,Cpre_std,Cpost_mean,Cpost_std,risetime,epsp_before_amplitude,epsp_after_amplitude,epsp_ratio_amplitude
23,121543,123945,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/121543-123945/0Hz_-15ms/simulation.batch,0.017041786509939733,0.01614564769067981,0.947415206807265,0.0,0.0,5.0,0.0,0.34464116493245445,0.2349514192721316,598.1582950584958,119.61134992432731,41.63314565662015,77.40642955530626,0.3476315725635595,0.1642618976031055,0.04524596370939191,0.019936621861184736,1.0,0.0,0.018341908668147642,0.004470825023248915,0.0023902578191105327,0.0035192798665924273,1.175,1.3468557695842285,1.2865959694795592,0.9552589063613908
24,122403,17669,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/122403-17669/0Hz_-15ms/simulation.batch,0.005722518571123246,0.004922660990789124,0.8602263023888934,0.0,0.0,3.0,0.3333333333333333,0.25146409332899505,0.15104989476921218,726.4258748808301,51.51713239290786,4.850108193544709,2.5634504555894906,0.33684612814932513,0.18413401775355592,0.04183536724475978,0.02740013185189864,1.0,0.0,0.01470304268582559,0.008111937384005998,0.024585684375871452,0.013455167129544122,1.15,0.42360740657208734,0.3803900264534832,0.8979777514554632
25,2165,113036,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/2165-113036/0Hz_-15ms/simulation.batch,0.011811708938097024,0.01204210852997872,1.019506033639093,0.0,0.0,2.0,0.0,0.32286740514290285,0.02695688115497652,641.6766575369365,100.60233805518936,4.0187274121907794,3.932365084000424,0.5090615036840699,0.11160361540454312,0.03328941354792932,0.0055948876792338885,1.0,0.0,0.027699224608880947,0.0016126608157449925,0.03501812385824353,0.0033810492172690713,1.425,1.1154832477833128,1.1351011601863783,1.0175869179945556
26,4026,9256,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/4026-9256/0Hz_-15ms/simulation.batch,0.0013470175927914533,0.003811010733596731,2.8292212024485086,0.0,0.0,4.0,0.0,0.37427586402034174,0.23196919982383096,637.2812850640008,65.11385598075239,2.441626880247186,3.5340837674915915,0.42109215228474617,0.2247829251263001,0.028127982605908503,0.015920897619212455,1.0,0.0,0.03005557946922402,0.00776406053206766,2.634514877952341e-05,1.1473528534806509e-05,4.45,0.3977701553781254,1.098251257530838,2.7610197564641976
27,23803,15914,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/23803-15914/0Hz_-15ms/simulation.batch,0.019390513350822758,0.012787062015712754,0.6594493804451127,0.0,0.0,6.0,0.16666666666666666,0.4492922841463194,0.1926032987956792,657.0330682647607,104.35712829101179,26.863230920911217,37.710000498847755,0.6750205504856002,0.25099196493537906,0.06148953751192812,0.03039507058567625,1.0,0.0,0.027086726837069686,0.005793014654188887,0.00021334263315238996,0.0001405429349412458,1.625,2.060230973734507,1.4996132115731329,0.7278859655501817
28,13891,4167,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/13891-4167/0Hz_-15ms/simulation.batch,0.02709624614749264,0.02593033193250796,0.956971374977985,0.0,0.0,2.0,0.0,0.5795603190652758,0.2936208066967533,653.0013846442213,45.89036441076581,1.1103309579520682,0.3035350559840759,1.1287465943889985,0.6387933852403724,0.08374105075296176,0.05065270010287934,1.5,0.5,0.02625530354447849,0.002548430011650809,0.003944226663642776,0.0030893669285542782,1.3250000000000002,2.386927796396101,2.2814405705199983,0.9558062769911292
29,5560,122410,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/5560-122410/0Hz_-15ms/simulation.batch,7.421941406441194e-05,7.998494642046641e-05,1.0776822672171835,0.0,0.0,2.0,0.5,0.3008746982830118,0.2205154222655228,568.1546983223998,19.881783406105,3.896288810982597,0.12867422237583126,0.2822289817594422,0.20541317882221968,0.022967398848075776,0.020928257205920883,1.0,0.0,0.041502404281067766,0.02177184899792036,0.0012783801271011655,0.0012618386881801476,6.525,0.03325312097802282,0.036928393926711316,1.110524150533645
30,8895,117845,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/8895-117845/0Hz_-15ms/simulation.batch,0.00484713919706101,0.0048587841268071755,1.0024024335330055,0.0,0.0,4.0,0.25,0.3091409082319589,0.14531200587258225,618.8183458186021,117.29883187675141,47.62093186037279,47.47110863054889,0.41260136805494607,0.1073902267786153,0.03508450865668055,0.015114468564000925,1.0,0.0,0.03192267365780374,0.008632585798057594,7.222303785517809e-05,3.55737239585096e-05,2.4250000000000003,0.8083970671770527,0.7971492081942062,0.986086219953612
31,4528,24405,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/4528-24405/0Hz_-15ms/simulation.batch,0.005819542494857674,0.0055812129230628895,0.9590466824487696,0.0,0.0,4.0,0.0,0.3659581636126871,0.20732105554712152,611.8143047341376,118.47405936557907,0.3904640429261964,0.3728542755367151,0.36708979520409774,0.14334791581693765,0.031983578837946,0.011849592369832409,1.0,0.0,0.02613517282472961,0.005295090289867472,0.0013750969630117822,0.0014181902106304542,1.925,0.7492984783735029,0.740342821748768,0.9880479450002688
32,12739,2821,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/12739-2821/0Hz_-15ms/simulation.batch,0.011745168543484234,0.004784497041111499,0.4073587384802369,0.0,0.0,3.0,0.6666666666666666,0.6553902263715036,0.255225746390948,627.2670590210879,104.2687224457997,15.16921683499727,14.285000681108981,0.8847711038684509,0.4535064321642329,0.05927661998931505,0.031822253133716887,1.3333333333333333,0.4714045207910317,0.02948845458265916,0.014256075379962341,0.0004425105326689245,0.00032848261634877465,2.975,2.2931655400819966,0.8686592622611709,0.3788035565152049
33,2347,24810,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/2347-24810/0Hz_-15ms/simulation.batch,0.0038355738921573243,0.00438891931783351,1.1442666576721732,0.0,0.0,2.0,0.0,0.4266403291173924,0.015807252720046794,592.2865323748928,43.95874862193142,18.69999079921276,0.37166353031786414,0.3926603221352825,0.06583746245704522,0.030201668889477267,0.006599960607990169,1.0,0.0,0.027369956448668114,0.004853535909904106,0.0002870399355671599,0.00012937906153077475,2.0,0.5058623374115325,0.5774568648501412,1.1415296655705849
34,15883,118634,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/15883-118634/0Hz_-15ms/simulation.batch,0.00868383720210892,0.008393295236982144,0.9665422141888821,0.0,0.0,4.0,1.0,0.4634124904107043,0.2963520383900084,624.6830384574148,23.458942560992337,17.86595592052011,25.72219986092017,0.8305327815778702,0.5747326759684019,0.06621783106143693,0.06038948754784047,1.25,0.4330127018922193,0.0416066180136295,0.011406896569661457,1.6437310644751762e-05,4.186233222782372e-06,3.225,1.8412245972850532,1.7782419982966506,0.9657930927702829
35,126257,26153,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/126257-26153/0Hz_-15ms/simulation.batch,0.005767826004044098,0.0021545613644974536,0.37354825942855896,0.0,0.0,4.0,1.0,0.3227916573195606,0.3203823482603667,752.9646970161954,151.7291681209765,58.72904067181885,86.8707284234583,0.43611251549337776,0.4042187471584755,0.03361116757164852,0.0263794712900484,1.0,0.0,0.03182597379375464,0.018850758556040983,0.0035102564558610705,0.0044093388265159785,2.35,0.8915861334820551,0.33122178234996297,0.3714972338750819
36,11712,13900,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/11712-13900/0Hz_-15ms/simulation.batch,0.005339125076226713,0.006219329460304009,1.1648592927699977,0.0,0.0,2.0,1.0,0.4394815166528833,0.11048370386876936,662.7895199729986,27.74732069292588,15.998194052641047,13.779047939445105,0.6837501035992802,0.11625602259644265,0.03824775341064314,0.014897890452472548,1.0,0.0,0.04118140936710882,0.009675486664738171,0.07132658098659032,0.008657458740370938,2.0500000000000003,0.7337577794626641,0.8553949909768778,1.1657729770215035
37,121846,126480,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/121846-126480/0Hz_-15ms/simulation.batch,0.01244337820538675,0.013673466418836345,1.0988548441706198,0.0,0.0,4.0,0.25,0.5203093759849031,0.1835754650278897,603.9103833821757,92.62908478683127,11.317632559824805,15.635163864413713,0.8276279365840495,0.3812734917980573,0.07315436794841917,0.03227756752490968,1.25,0.4330127018922193,0.02334631281215701,0.002654133240088085,0.002394047647219192,0.00234797788860854,1.65,1.3763657927891553,1.1750509950010417,0.8537345240321931
38,123068,126422,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/123068-126422/0Hz_-15ms/simulation.batch,0.0008056485216581928,0.0010078536591808967,1.2509843090216604,0.0,0.0,2.0,0.5,0.13727743209475293,0.017490665137181977,825.8409469588518,27.197694622897764,37.95361176293942,30.94179467215473,0.24769850091047144,0.04377978222867583,0.01753962705506977,0.003744959613226543,1.0,0.0,0.024358960811790425,0.0009763139567621553,0.010409681288150695,0.0011262697952216048,0.975,0.05030113836166237,0.05955530021413723,1.1839751972597108
39,124190,120489,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/124190-120489/0Hz_-15ms/simulation.batch,0.01332129950384732,0.005008523108323171,0.3759785677723603,0.0,0.0,3.0,0.0,0.597113584639068,0.2379022384534334,678.3030012784657,117.37273497872984,3.3660857967358857,2.2851831433782523,0.8964411912820975,0.41377512027424,0.04025259365972459,0.015017859568793063,1.0,0.0,0.04001238681004191,0.0067912737632615326,0.0008481517263792086,0.0006399692329550567,1.675,1.5209175144095428,0.4733374526037442,0.3112183587336131
40,25315,1125,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/25315-1125/0Hz_-15ms/simulation.batch,0.017768252914540757,0.019770511850423788,1.112687440094038,0.0,0.0,3.0,0.6666666666666666,0.5278477933523437,0.3260056156475929,630.8311586577005,41.30469324307726,12.24255241809108,16.101916464818586,0.7269540168022385,0.4498076497517677,0.07721865803967458,0.03765108943575548,1.3333333333333333,0.4714045207910317,0.014204906546305403,0.004107798295130883,0.023412104893373142,0.004704911299989963,1.275,1.478707225017086,1.644836718026477,1.1123477928549859
41,118050,118859,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/118050-118859/0Hz_-15ms/simulation.batch,0.003785191670071872,0.008106676652097633,2.141681943399105,0.0,0.0,3.0,0.3333333333333333,0.5052032043601861,0.32960679808746396,676.0120572543891,119.61229493754203,16.036075254826212,5.247090125440947,0.5577638276562755,0.3396771095012787,0.04958572009258468,0.025214474572111616,1.0,0.0,0.018508837244850872,0.0044000474380914145,0.012914631316711422,0.00976271984466508,2.6500000000000004,0.6664219910220488,0.5557771178222419,0.8339717555987042
42,23355,24707,0.2,-15,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/banerjee_2014/simulations/L23PC_L23PC/23355-24707/0Hz_-15ms/simulation.batch,0.002821969205552047,0.003339150558708807,1.183269665784885,0.0,0.0,2.0,0.0,0.3112124486343101,0.19027386222779766,773.4936291331583,83.7570085340767,0.21277757496380106,0.21275698384142674,0.4385242434013266,0.29061068441090665,0.04163023738846666,0.02749844364636594,1.0,0.0,0.02007991843839053,0.0024974638255228273,0.0021770080437784737,0.0009876076759416262,2.1,0.3868727370975087,0.4563450526136187,1.1795740791592662
