config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0",1.129506917669493,0.08815521978721737,5,210231,209164
"0,0,0,0,0,0,0,0,0,0,0,0,1",1.5410465912526803,0.0734479021498633,5,210231,209164
"0,0,0,0,0,0,0,0,0,0,0,1,0",1.5941398650479375,0.08323160382594738,5,210231,209164
"0,0,0,0,0,0,0,0,0,0,1,0,0",1.4269051479316706,0.07353374364604884,5,210231,209164
"0,0,0,0,0,0,0,0,0,1,0,0,0",1.8268520110211874,0.03784114286101888,5,210231,209164
"0,0,0,0,0,0,0,0,1,0,0,0,0",1.5294576789432104,0.057168223044910926,5,210231,209164
"0,0,0,0,0,0,0,1,0,0,0,0,0",1.2425245526169322,0.08245871867765538,5,210231,209164
"0,0,0,0,0,0,1,0,0,0,0,0,0",1.4447810239703205,0.06461222387900772,5,210231,209164
"0,0,0,0,0,1,0,0,0,0,0,0,0",1.4782105347145105,0.09839609008890585,5,210231,209164
"0,0,0,0,1,0,0,0,0,0,0,0,0",1.3079395313685467,0.08426895974115324,5,210231,209164
"0,0,0,1,0,0,0,0,0,0,0,0,0",1.3182989535594183,0.08296683592594072,5,210231,209164
"0,0,1,0,0,0,0,0,0,0,0,0,0",1.4725708865379072,0.11645671906974811,5,210231,209164
"0,1,0,0,0,0,0,0,0,0,0,0,0",1.4993126501269927,0.10124956384467372,5,210231,209164
"1,0,0,0,0,0,0,0,0,0,0,0,0",2.1544431850683923,0.067306566505151,5,210231,209164
"1,1,1,1,1,1,1,1,1,1,1,1,1",5.359726028079536,0.09584209004908766,5,210231,209164
