config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0",0.8878889586957124,0.09829570089872093,5,180875,209187
"0,0,0,0,0,0,0,0,0,0,1",1.449119681749299,0.11371527687577485,5,180875,209187
"0,0,0,0,0,0,0,0,0,1,0",1.285655801176814,0.07205519206009316,5,180875,209187
"0,0,0,0,0,0,0,0,1,0,0",1.1484656112461276,0.113710970014003,5,180875,209187
"0,0,0,0,0,0,0,1,0,0,0",1.62044392334629,0.06850838061938362,5,180875,209187
"0,0,0,0,0,0,1,0,0,0,0",1.5621314129003314,0.11072471677895468,5,180875,209187
"0,0,0,0,0,1,0,0,0,0,0",1.4889441660604017,0.05342077234604218,5,180875,209187
"0,0,0,0,1,0,0,0,0,0,0",1.444672782505539,0.08222312885608647,5,180875,209187
"0,0,0,1,0,0,0,0,0,0,0",1.2713231292452873,0.11818020813917372,5,180875,209187
"0,0,1,0,0,0,0,0,0,0,0",1.2716175645187364,0.09776310904001062,5,180875,209187
"0,1,0,0,0,0,0,0,0,0,0",1.1300781221652938,0.09052070458170945,5,180875,209187
"1,0,0,0,0,0,0,0,0,0,0",1.548882339808498,0.09237199260549697,5,180875,209187
"1,1,1,1,1,1,1,1,1,1,1",5.66900129853344,0.039361243134611736,5,180875,209187
