config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.9221201342886524,0.03844654101833268,5,203043,186861
"0,0,0,0,0,0,0,0,0,0,0,0,0,1",1.6911540421872793,0.05725171667960032,5,203043,186861
"0,0,0,0,0,0,0,0,0,0,0,0,1,0",1.436247438127133,0.03164848944606842,5,203043,186861
"0,0,0,0,0,0,0,0,0,0,0,1,0,0",1.2668760578798408,0.05248518122037067,5,203043,186861
"0,0,0,0,0,0,0,0,0,0,1,0,0,0",1.3913008690195965,0.04249865036603176,5,203043,186861
"0,0,0,0,0,0,0,0,0,1,0,0,0,0",1.5731070514783334,0.02912827007640702,5,203043,186861
"0,0,0,0,0,0,0,0,1,0,0,0,0,0",1.3328312016626858,0.06355564045633054,5,203043,186861
"0,0,0,0,0,0,0,1,0,0,0,0,0,0",1.6444861964494657,0.06301149649569508,5,203043,186861
"0,0,0,0,0,0,1,0,0,0,0,0,0,0",1.5609146381171093,0.03684062538211001,5,203043,186861
"0,0,0,0,0,1,0,0,0,0,0,0,0,0",1.246811836163777,0.05107306393553285,5,203043,186861
"0,0,0,0,1,0,0,0,0,0,0,0,0,0",1.2506194752155293,0.06236132137325262,5,203043,186861
"0,0,0,1,0,0,0,0,0,0,0,0,0,0",1.365978444317772,0.029790395309584657,5,203043,186861
"0,0,1,0,0,0,0,0,0,0,0,0,0,0",1.3282996120609953,0.08498758499824646,5,203043,186861
"0,1,0,0,0,0,0,0,0,0,0,0,0,0",1.3490601691951283,0.11623889025524853,5,203043,186861
"1,0,0,0,0,0,0,0,0,0,0,0,0,0",1.5347202633196444,0.040366761559946264,5,203043,186861
"1,1,1,1,1,1,1,1,1,1,1,1,1,1",7.68630572007649,0.16431801066618026,5,203043,186861
