config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.1464568951026395,0.06484394229741704,5,180586,202799
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",1.3358927088131065,0.053538964121929995,5,180586,202799
"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",1.4301889209452834,0.035686627091423534,5,180586,202799
"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",1.4508917833359292,0.042320821297872506,5,180586,202799
"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0",1.5972345327406656,0.05004072283612744,5,180586,202799
"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0",1.4149589482005598,0.053681116508498855,5,180586,202799
"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",1.439548003600026,0.08295485561417539,5,180586,202799
"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",1.4049686548780136,0.04591766793490603,5,180586,202799
"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",1.7014404085365828,0.04654009632731534,5,180586,202799
"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",1.279544113142157,0.07198462788169259,5,180586,202799
"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",1.3266259373977456,0.07713831784241289,5,180586,202799
"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",1.4661059579493456,0.08002099789508092,5,180586,202799
"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",1.2642025132735797,0.07003913778571837,5,180586,202799
"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",1.7449083562866303,0.08005926538487103,5,180586,202799
"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",1.308220456592352,0.06113017916059057,5,180586,202799
"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.6218321498646326,0.06364272613561756,5,180586,202799
"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",4.607914557961805,0.03749913320280344,5,180586,202799
