config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0",1.6700614342407263,0.06271052862075917,5,193785,195271
"0,0,0,0,0,0,0,0,1",2.146533386628142,0.05370196366776129,5,193785,195271
"0,0,0,0,0,0,0,1,0",2.2469729798412703,0.04360285923738358,5,193785,195271
"0,0,0,0,0,0,1,0,0",2.2442307951048073,0.07441744102067621,5,193785,195271
"0,0,0,0,0,1,0,0,0",2.256409714869311,0.046389322242450924,5,193785,195271
"0,0,0,0,1,0,0,0,0",5.504508845531289,0.22675285525845876,5,193785,195271
"0,0,0,1,0,0,0,0,0",1.9173152799508042,0.06761421400053254,5,193785,195271
"0,0,1,0,0,0,0,0,0",2.49051419254357,0.08676203298951556,5,193785,195271
"0,1,0,0,0,0,0,0,0",1.9090444650856333,0.042430638833264436,5,193785,195271
"1,0,0,0,0,0,0,0,0",2.7323117763032165,0.14599351104229197,5,193785,195271
"1,1,1,1,1,1,1,1,1",9.511292942759649,0.10799380499713562,5,193785,195271
