config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0",0.4249195857948922,0.05688830967680826,5,196709,201237
"0,0,0,0,0,0,0,0,0,0,0,0,1",0.6551366117725993,0.05855226502077765,5,196709,201237
"0,0,0,0,0,0,0,0,0,0,0,1,0",0.83169206569796,0.09273752320216717,5,196709,201237
"0,0,0,0,0,0,0,0,0,0,1,0,0",1.7151772743396978,0.06956594610658019,5,196709,201237
"0,0,0,0,0,0,0,0,0,1,0,0,0",0.8878954136440331,0.0794838422184522,5,196709,201237
"0,0,0,0,0,0,0,0,1,0,0,0,0",0.7709119710251556,0.03273746987137571,5,196709,201237
"0,0,0,0,0,0,0,1,0,0,0,0,0",1.0548315416592877,0.11623863300140176,5,196709,201237
"0,0,0,0,0,0,1,0,0,0,0,0,0",0.7280055013005219,0.05903548147355977,5,196709,201237
"0,0,0,0,0,1,0,0,0,0,0,0,0",0.6059044332465,0.035049486983697795,5,196709,201237
"0,0,0,0,1,0,0,0,0,0,0,0,0",0.7443921745186357,0.11145687711832188,5,196709,201237
"0,0,0,1,0,0,0,0,0,0,0,0,0",0.7055846641915615,0.07515311346788965,5,196709,201237
"0,0,1,0,0,0,0,0,0,0,0,0,0",0.995666094434233,0.10567060954389892,5,196709,201237
"0,1,0,0,0,0,0,0,0,0,0,0,0",0.627429503410716,0.033435521556570626,5,196709,201237
"1,0,0,0,0,0,0,0,0,0,0,0,0",0.7865870867897131,0.02956899228542198,5,196709,201237
"1,1,1,1,1,1,1,1,1,1,1,1,1",4.8273288586717955,0.06337700587213534,5,196709,201237
