,pregid,postgid,frequency_train,dt_train,path,epsp_before,epsp_after,epsp_ratio,risetime,epsp_before_amplitude,epsp_after_amplitude,epsp_ratio_amplitude
45,102535,12843,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/102535-12843/0Hz_10ms/simulation.batch,0.0037369770160175,0.0315008730828415,8.429506777221675,7.075,1.95121328700788,2.830775398478514,1.4507770202915196
46,108553,124932,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/108553-124932/0Hz_10ms/simulation.batch,0.0156275407115172,0.0294957649868523,1.887422053881736,1.55,1.6127642064074403,3.181817907607136,1.9728971507216704
47,88952,10433,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/88952-10433/0Hz_10ms/simulation.batch,0.0089139099048791,0.0098169838474645,1.1013106428292627,2.5250000000000004,1.5103282117305996,1.6134834351977818,1.0682998719523238
48,95835,22055,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/95835-22055/0Hz_10ms/simulation.batch,0.0088134673994397,0.0111002034475351,1.259459296149519,2.0500000000000003,1.2047008425616994,1.647157131378666,1.367274823080657
49,94821,25384,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/94821-25384/0Hz_10ms/simulation.batch,0.0016062895263375,0.0047035731052281,2.928222482999464,2.45,0.2693573374675248,0.6487537477156081,2.4085245043448107
50,92629,9484,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/92629-9484/0Hz_10ms/simulation.batch,0.0037919489066093,0.0068934319200567,1.817912659118796,1.925,0.4765795301756201,0.9716004679150366,2.038695341272842
51,90020,10751,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90020-10751/0Hz_10ms/simulation.batch,0.0154363073526744,0.0218152271851238,1.4132413074389951,2.3000000000000003,2.359494531870857,3.5273703652846597,1.4949686543616556
52,93632,14546,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/93632-14546/0Hz_10ms/simulation.batch,0.0491347736204495,0.0574011889926898,1.1682396144957472,1.375,4.46015755300246,5.313243945180772,1.1912682191246893
53,88604,4591,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/88604-4591/0Hz_10ms/simulation.batch,0.0412790885840468,0.068017846999447,1.6477555423966883,1.725,4.655426530806009,6.800920098910109,1.4608586461212274
54,97984,15906,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/97984-15906/0Hz_10ms/simulation.batch,0.0385824484507679,0.0380779480924153,0.9869240968727964,1.425,3.6278209894224016,3.5963835305120173,0.9913343411921244
55,92906,994,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/92906-994/0Hz_10ms/simulation.batch,0.0098460380792838,0.0192183244037954,1.9518840216788345,1.775,1.1560088826152108,2.332277758290476,2.017525810886696
56,90025,122196,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90025-122196/0Hz_10ms/simulation.batch,0.0185136925096669,0.0207557093774079,1.1211004701828324,1.2000000000000002,1.4678877835797268,1.7420647058890617,1.186783298680163
57,92614,7122,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/92614-7122/0Hz_10ms/simulation.batch,0.0173178787603663,0.0145759420774551,0.841670176766318,1.825,2.10690432288996,1.906456811008892,0.9048615973191788
58,91286,118065,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/91286-118065/0Hz_10ms/simulation.batch,0.0348947417802449,0.0347744885971655,0.996553830836842,1.025,2.356465031692066,2.3395907325438854,0.9928391472306024
59,94198,119916,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/94198-119916/0Hz_10ms/simulation.batch,0.0437416033366133,0.0401651410850243,0.9182365990549928,0.925,2.6520427763790653,2.5055041619294105,0.9447450034536284
60,93458,6683,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/93458-6683/0Hz_10ms/simulation.batch,0.019442701455361,0.0351294688967637,1.8068203627679151,2.4250000000000003,3.162107158067742,5.1125759619993225,1.6168256502488192
61,88884,120342,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/88884-120342/0Hz_10ms/simulation.batch,0.0103893738059016,0.0300724784387048,2.8945419618670583,1.425,0.9978183387926374,2.4767641974552186,2.482179472119253
62,94325,6966,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/94325-6966/0Hz_10ms/simulation.batch,0.0049571003320521,0.0057615009487557,1.1622724098405826,2.15,0.695040992345272,0.8045307611701821,1.1575299443209237
63,95535,13744,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/95535-13744/0Hz_10ms/simulation.batch,0.0093358446733619,0.0100309701061792,1.074457690454152,1.75,1.0642557614542905,1.1427615903791029,1.0737659421430197
64,92645,15947,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/92645-15947/0Hz_10ms/simulation.batch,0.0311285311872185,0.051067683387522,1.6405426610199518,1.1,2.2327719372000456,3.555804237082709,1.5925514728305752
65,90202,9812,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90202-9812/0Hz_10ms/simulation.batch,0.0146350281653205,0.0205074160791897,1.401255661932008,1.775,1.6994199974065898,2.4994951386801327,1.4707930602761543
66,88475,25801,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/88475-25801/0Hz_10ms/simulation.batch,0.0400406925835739,0.0342800927949303,0.8561313649453021,0.9,2.380744555277792,2.0471944109760645,0.8598967102277766
67,97120,22752,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/97120-22752/0Hz_10ms/simulation.batch,0.0116442481216458,0.0121578502480134,1.0441077964847545,1.05,0.8089940385329345,0.9677091418331962,1.196188223572182
68,92608,15403,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/92608-15403/0Hz_10ms/simulation.batch,0.0092077570688505,0.0135779323516086,1.474618872987227,2.85,1.7047358077025263,2.361863288858404,1.3854717418304767
69,98422,118179,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/98422-118179/0Hz_10ms/simulation.batch,0.0004562406368616,0.0004506611437857,0.987770723111588,5.25,0.1601450397436058,0.1597969346927738,0.9978263138752888
70,99077,8769,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/99077-8769/0Hz_10ms/simulation.batch,0.0100603058625691,0.0159711498674107,1.587541182702379,1.65,1.1030648769351834,1.7080036916884676,1.5484163510255895
71,90547,2205,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90547-2205/0Hz_10ms/simulation.batch,0.0158514852258142,0.020109674296061,1.2686302898174018,2.2,2.279527667868986,3.070991676928141,1.3472052654658295
72,105137,8628,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/105137-8628/0Hz_10ms/simulation.batch,0.007916137050078,0.0241305217339089,3.048269829243432,1.375,0.7204063670736732,2.331775108571846,3.23674972230414
73,90875,122972,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90875-122972/0Hz_10ms/simulation.batch,0.0268521346607474,0.0270263139285964,1.0064866078637544,1.6,2.801205854842165,2.808134065589805,1.002473295825676
74,93827,15398,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/93827-15398/0Hz_10ms/simulation.batch,0.0313087864293409,0.0308057093875047,0.983931761680654,1.3,2.687126862300163,2.880395298711217,1.071923822846837
75,91268,122405,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/91268-122405/0Hz_10ms/simulation.batch,0.006324443988078,0.0146982485906444,2.324038068540351,1.275,0.5471475713295286,1.260278403450137,2.303361048259344
76,90159,123062,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90159-123062/0Hz_10ms/simulation.batch,0.0201107083591985,0.0265539424129076,1.3203882199784365,1.875,2.513896331064896,3.2811171830290182,1.305191921593332
77,92167,16726,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/92167-16726/0Hz_10ms/simulation.batch,0.0171697530491488,0.0397449432065961,2.314823229712468,1.675,1.89723974531382,3.877160428349811,2.043579593947677
78,102454,5906,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/102454-5906/0Hz_10ms/simulation.batch,0.010908725964685,0.0170259136085656,1.560760959958459,2.025,1.4577109089102804,2.2616239255783555,1.5514900188742118
79,90418,8040,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90418-8040/0Hz_10ms/simulation.batch,0.005637842077144,0.0071964034265832,1.276446436085464,1.275,0.4778667342447837,0.5490451882476307,1.148950426765606
80,92142,124921,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/92142-124921/0Hz_10ms/simulation.batch,0.0183782530455313,0.0430008801240958,2.339769727708231,1.275,1.5295533392128755,3.608929523033817,2.359466277188483
81,89592,8635,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/89592-8635/0Hz_10ms/simulation.batch,0.0033959307287883,0.0030886164088962,0.9095051270371964,5.4750000000000005,1.281967926981069,1.260820053479573,0.9835035861222382
82,90190,17594,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90190-17594/0Hz_10ms/simulation.batch,0.0217006118591932,0.0253277392617971,1.1671440153917725,1.35,1.92286223605554,2.419233641654765,1.2581419491692014
83,89733,17425,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/89733-17425/0Hz_10ms/simulation.batch,0.0013937903730692,0.0022927724530182,1.644990880493293,9.85,1.030277069109584,1.2013366468566828,1.1660325973234915
84,94343,122630,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/94343-122630/0Hz_10ms/simulation.batch,0.009961666488801,0.0095212054384663,0.9557844010507835,2.15,1.4681779348487067,1.4779296322185411,1.00664204054452
85,100697,6256,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/100697-6256/0Hz_10ms/simulation.batch,0.0279951422277436,0.0276979678762235,0.989384788650026,1.525,2.815087432043724,2.776212502138116,0.986190507100028
86,106783,14675,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/106783-14675/0Hz_10ms/simulation.batch,0.0106930365857254,0.0214588070279913,2.006801983324147,1.625,1.1521993191247142,2.50530525724344,2.174367937612247
87,99607,26427,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/99607-26427/0Hz_10ms/simulation.batch,0.0441681087638716,0.0444841574148901,1.0071555848747826,1.675,4.8172053910669455,4.88183438579429,1.013416283816171
88,93775,15827,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/93775-15827/0Hz_10ms/simulation.batch,0.0045503666912592,0.0059573946510838,1.3092119943931726,3.0500000000000003,0.9033439591988036,1.1903872693565305,1.3177563841931392
89,106087,12297,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/106087-12297/0Hz_10ms/simulation.batch,0.0090365536836842,0.0217863288622848,2.4109112417071867,1.4,0.8413796029645613,2.080179929273407,2.47234413806086
90,99420,16044,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/99420-16044/0Hz_10ms/simulation.batch,0.0151565697627261,0.0273220624492527,1.802654748203292,1.4,1.40850715733405,2.6193373194437024,1.8596549586595283
91,88870,24450,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/88870-24450/0Hz_10ms/simulation.batch,0.002086884034359,0.0045563444027254,2.183324194209405,3.2,0.4716321504856637,0.8726333901163017,1.850241526617103
92,88333,11981,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/88333-11981/0Hz_10ms/simulation.batch,0.0089358544304567,0.0092130661214372,1.0310224045319742,2.475,1.4480026722719654,1.487005887823248,1.026935872632117
93,91760,126586,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/91760-126586/0Hz_10ms/simulation.batch,0.0260773213281382,0.0256081603936451,0.9820088524971744,1.7000000000000002,2.8781047958824386,2.8286562515646967,0.9828190605191008
94,90028,8070,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/90028-8070/0Hz_10ms/simulation.batch,0.0020674869721103,0.0064761689569906,3.132386827269885,1.9,0.2553873283323551,0.82421932733986,3.2273305520751605
95,97712,7153,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/97712-7153/0Hz_10ms/simulation.batch,0.0117437678372635,0.0147479596640118,1.2558115818005129,1.375,1.0651610723445235,0.8144821193085651,0.7646562951421143
96,97195,971,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/97195-971/0Hz_10ms/simulation.batch,0.0043498167082038,0.0039177870551783,0.9006786533762093,2.7750000000000004,0.8507414697836064,0.6861693692962021,0.8065545099978908
97,97756,3466,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/97756-3466/0Hz_10ms/simulation.batch,0.0199748607897101,0.0274113220845266,1.3722910198526763,1.8,2.343663485031768,3.243631174630033,1.384000388855342
98,97300,2957,0.2,10,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/rodriguez_paulsen_2008/simulations/L4PC_L23PC_mk801/97300-2957/0Hz_10ms/simulation.batch,0.0109429792854707,0.0135608522774446,1.239228543130816,1.85,1.356701367197947,1.6266106969893253,1.1989452773596252
