,$U_\mathrm{SE}$,$\tau_\mathrm{dep}$ (ms),$\tau_\mathrm{fac}$ (ms),$N_\mathrm{RRP}$,$\hat G_\mathrm{AMPAR}$ (nS),$\hat G_\mathrm{NMDAR}$ (nS),$X$ ($\mu m^3$),$\theta_d$,$\theta_p$
0,0.7850124784670676,501.9826079461113,0.0021972399861478276,2.0,1.3994775483859638,0.5597910193543856,0.11667832130006381,0.023159940269642226,0.026858161091890972
1,0.7021080251336822,902.916514048547,3.129197346173509e-06,2.0,1.0705100010069262,0.4282040004027705,0.12898376542389187,0.12470384386961611,0.15355726500931466
2,0.7065978554731713,527.1224294739492,4.073297058825344,2.0,1.0057590170921937,0.4023036068368775,0.06770648176451963,0.026363230946758784,0.030531997104504133
3,0.43416071253306565,588.1644350895233,144.29663424852137,1.0,0.6284073824542377,0.2513629529816951,0.07669731054418293,0.016616828036410836,0.0770665436406773
4,0.25325312011518647,529.1125715196783,1.9964641908644598,1.0,0.5060338838379688,0.20241355353518753,0.04590613434529438,0.024576440260915502,0.10216645403618024
5,0.43035422980777854,541.823981124682,81.78882819000702,1.0,0.29936303049076524,0.1197452121963061,0.027121013295544484,0.02537141665153804,0.029417920933107286
6,0.25867741673842953,561.9939520278738,0.0010614977542593718,1.0,0.42513330827730655,0.17005332331092263,0.04519270522849561,0.028648670997554616,0.03319766544757137
7,0.8447394331393492,677.6061741228485,10.480589158216135,2.0,1.6565353333015935,0.6626141333206375,0.13105019266834816,0.037904256493404634,0.043896364426114935
8,0.6647016237706653,758.0961487493261,20.25562346519716,1.0,1.071756489238131,0.42870259569525243,0.07764834945277325,0.041455299697907,0.04801165679835357
9,0.9089509599372381,702.85173110694,40.673743393961665,3.0,1.9386213724644066,0.7754485489857627,0.13883640905184275,0.03150934597308622,0.036513203956036654
10,0.7503501911193866,653.2268043628989,2.5520240547831443e-05,2.0,1.4489439653226022,0.5795775861290409,0.14829811414845467,0.019439650290553022,0.02250997254502969
11,0.19893046744275447,633.9171104983396,0.3786058637273644,1.0,0.35237677380544846,0.1409507095221794,0.0263247640411239,0.02854469348987913,0.033628270920857295
12,0.802462515712407,601.6841524897882,2.136727803439526,2.0,1.1088225304107258,0.4435290121642903,0.05746102303523023,0.12552322237416902,0.24306614165261375
13,0.8794646598784578,783.4860355212058,0.8346010727725425,2.0,1.3970681275545984,0.5588272510218394,0.0874249053090178,0.030332768827747335,0.03515836200964921
14,0.7646211018247537,694.4545110901789,0.038394947239736396,1.0,0.7492752065417341,0.29971008261669363,0.03831372721650143,0.13739235824952428,0.2539773513531525
15,0.8354546494116355,674.148994163532,0.05158819346951738,2.0,0.9419523204632083,0.37678092818528336,0.07781033580417553,0.030387725318087772,0.14098867240605328
16,0.5547902273248803,505.97236487896686,1.0791433615015502,1.0,0.7527366528667048,0.30109466114668193,0.11182112262394334,0.25488237575325845,0.26899326046119765
17,0.10175065645365916,666.6505318171676,10.527676099148657,1.0,0.16832403510739843,0.06732961404295938,0.026528658279631353,0.013524446049696147,0.06248295206495429
18,0.47788130906467025,897.6824934255068,1.5936523177882407,1.0,0.6628562672004379,0.26514250688017516,0.05221778200795192,0.24516593942803444,0.28888097491977477
19,0.3152767141145352,555.3875144359774,8.66909343051294,1.0,0.18843722372009555,0.07537488948803822,0.027238206710398505,0.05444424604188702,0.06789636225677755
20,0.3125779831393765,543.6280904949583,1.0770477452013292,1.0,0.5297997067133142,0.2119198826853257,0.04406998380830138,0.02257019896195006,0.026152218179410623
21,0.702123610054902,617.8080410816074,12.429713549074657,1.0,1.06790006745133,0.427160026980532,0.1010457232931925,0.022749871849661644,0.02670455870481705
22,0.19632945542966004,738.961126395268,13.341083041672796,1.0,0.2120367989080693,0.08481471956322773,0.018767557918432657,0.06211223105891697,0.07660199526793542
23,0.16863542549499033,801.4370701439976,1.9755626283258005,1.0,0.13199780322122165,0.05279912128848866,0.008109498908498302,0.08332529879959794,0.10253216833826144
24,0.4534847544313996,602.2503532958451,0.00038640064619101944,1.0,0.6680437097860079,0.2672174839144032,0.05453713925657384,0.023241113334321165,0.02692501608034298
25,0.5906068030223177,792.4192713191944,0.6933792231313134,1.0,0.5672700023594669,0.22690800094378677,0.05733487627804814,0.01900357665984228,0.02204475336300566
26,0.44587762226614863,522.719561460309,43.901011838664566,1.0,0.48407234929924436,0.19362893971969775,0.059106796227171354,0.016840033119146416,0.019674489861162894
27,0.38668279986030857,550.6346741175416,9.802395535042134,1.0,0.339155167260887,0.1356620669043548,0.017469222342538976,0.03645340850989204,0.042222936355632255
28,0.6339426645051895,688.3282368761444,9.386632744386855e-08,1.0,0.9155887564938744,0.3662355025975498,0.03874140370988434,0.04434570357001053,0.05136561146361685
29,0.645285775316569,917.2952030970691,0.2344415944756349,1.0,0.7054093463065852,0.2821637385226341,0.03903026426952529,0.07840621129874936,0.09603627302986839
30,0.5497466167721574,710.413553620876,0.0334182343921141,1.0,0.6787989523553598,0.27151958094214396,0.0635281164047829,0.10706594778049577,0.16071236695493385
31,0.6863140626944938,609.3832779227184,5.218028186762682,1.0,1.0819857415623628,0.4327942966249452,0.06493098826776607,0.11927291250290381,0.2172002761180354
32,0.8779355978819879,755.063832218004,8.430573590815634,2.0,2.2384407975808926,0.8953763190323571,0.20319965830184392,0.032965771946202316,0.038747513885272214
33,0.22882770345982284,808.0044285681176,19.294137796982856,1.0,0.39926564167902573,0.1597062566716103,0.022591353408631974,0.040759368569719526,0.04761784398386216
34,0.6831438955610838,815.3133613156748,3.2323551416722345,1.0,0.8824524537272627,0.35298098149090507,0.06318527000177641,0.043732677141213525,0.052363250619365004
35,0.6288020702162687,641.6455508212525,3.2862889796636168,1.0,0.8047369880899363,0.32189479523597453,0.0642176899635124,0.05340352332494101,0.06183917527096726
36,0.5019847829442194,588.0320019423947,8.510470388934753,1.0,0.7085647516622093,0.28342590066488377,0.04530625428215391,0.09991518658539617,0.21125761898427386
37,0.49716322240511973,763.76780080588,0.10718540348557003,1.0,0.5090201192870214,0.20360804771480856,0.09146446218919332,0.07143676870910184,0.1010335005742363
38,0.7661020923270331,668.1810662280166,73.3785329879472,2.0,1.4178042054529818,0.5671216821811927,0.08396459783845746,0.04068485316086901,0.188867222844855
39,0.3593145130910154,552.9124432679253,0.006036307844755165,1.0,0.4308581502381362,0.17234326009525447,0.04390427806251996,0.024917956350938304,0.11554441588336499
40,0.44061011870241273,576.3686044256503,34.23387248264188,1.0,0.3284350051112385,0.13137400204449542,0.018744651431617774,0.042528130093141325,0.19727352477112609
41,0.9684150437083732,771.1716959830471,0.007932813730964279,3.0,2.7462870537614137,1.0985148215045655,0.17395538750760547,0.03735837480823661,0.1733982599322171
42,0.2672842040179697,643.9919784439028,1.6647157193074115e-07,1.0,0.4978492473469899,0.19913969893879596,0.04475314080087221,0.026124497518466138,0.12109244579088405
43,0.6271184756042584,606.5643031090375,3.7016324969938985,1.0,0.874330341181922,0.3497321364727688,0.025318434716677534,0.06652275143986626,0.07703182165440536
44,0.34337550217430285,563.7585612478517,0.07506960523744033,1.0,0.31097360170483296,0.1243894406819332,0.025359866748516844,0.05064186852049622,0.06184802038470612
45,0.19099210848122267,543.5611426491997,0.01264026974408774,1.0,0.23997488670927877,0.09598995468371152,0.018670268075642274,0.04233493901191994,0.05115758759148305
46,0.5757217868658175,699.6541776730375,1.0167141357019725e-06,1.0,0.8656134264779765,0.3462453705911906,0.03852552080222363,0.043783418782017934,0.05068292632887776
47,0.6876935695035413,650.0731692220185,171.68034791014762,2.0,1.5051904209666445,0.6020761683866578,0.09657372970064246,0.034458864567691004,0.03991718003245901
48,0.5236904060919767,563.5649798238521,0.0010717452199092423,1.0,0.6418118542985457,0.2567247417194183,0.04029173018746094,0.03118862521772261,0.14474265455732768
49,0.4459857832600854,713.3336825613211,5.2243250788985645,1.0,0.5060121882579617,0.20240487530318468,0.08390235244622475,0.010063732971568274,0.011659118695633214
50,0.5328574951121747,842.7026097846485,0.03889089041405564,1.0,0.492666608432989,0.1970666433731956,0.06235849054123215,0.015352102456097342,0.0177758792076699
