config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.871663448020327,0.03385814042943528,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",1.880733010930335,0.030098612684870754,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",1.8819754955976138,0.03131840103954744,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",1.9124866572875319,0.04009046398145054,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0",1.935833172768953,0.046214784265869106,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0",1.8828009710550802,0.035662479663097234,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",1.9042028727181175,0.033487810120888785,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",1.9729197539331138,0.043799804397776955,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",1.9326944858499715,0.029161894400739928,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",1.9180303460753465,0.028201690472645598,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",1.9392965436678282,0.043849878909251724,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",1.8840323316130623,0.03686932436576255,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",1.9389360559129032,0.028004944868982577,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",1.8992689969208598,0.03432523830428714,10,14422,191789
"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",1.8966907525212264,0.029762912866148905,10,14422,191789
"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.9217532771915444,0.02915785456378819,10,14422,191789
"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.9967663464116072,0.050070841437903225,10,14422,191789
"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.9549493588938405,0.04320358388054082,10,14422,191789
"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.9207723873407432,0.04931584249149344,10,14422,191789
"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.923703333957833,0.029973436724866177,10,14422,191789
"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.9035344501715215,0.032446138105389176,10,14422,191789
"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.9261681982387784,0.025342414278418764,10,14422,191789
"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.9159936525277614,0.03355575269063103,10,14422,191789
"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.8781920705955713,0.03401359831214755,10,14422,191789
"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.9256806758308045,0.034999807183809906,10,14422,191789
"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",3.0154165769514707,0.07701968962836185,10,14422,191789
