config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0",0.7113663787376922,0.0677166694589502,10,160795,195895
"0,0,0,0,0,0,0,0,1",0.7672395778134102,0.06434655228670744,10,160795,195895
"0,0,0,0,0,0,0,1,0",0.7323180954802438,0.0654919177225994,10,160795,195895
"0,0,0,0,0,0,1,0,0",0.8996130104800116,0.028143107187429073,10,160795,195895
"0,0,0,0,0,1,0,0,0",1.1734819758445993,0.03141017053210057,10,160795,195895
"0,0,0,0,1,0,0,0,0",0.9109593884501563,0.07094635670256366,10,160795,195895
"0,0,0,1,0,0,0,0,0",0.7513947062335646,0.06686600057930231,10,160795,195895
"0,0,1,0,0,0,0,0,0",0.7612759257837212,0.06923017356991625,10,160795,195895
"0,1,0,0,0,0,0,0,0",0.7587675904474764,0.05939483531500489,10,160795,195895
"1,0,0,0,0,0,0,0,0",0.7266081601340744,0.0649665589039839,10,160795,195895
"1,1,1,1,1,1,1,1,1",1.7294621714149117,0.07092246936373589,10,160795,195895
