config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0",0.7289305249383503,0.07030865588546521,10,2092,199843
"0,0,0,0,0,0,0,1",0.7588777460255386,0.05160419192387858,10,2092,199843
"0,0,0,0,0,0,1,0",0.8202034160557318,0.06714530819369459,10,2092,199843
"0,0,0,0,0,1,0,0",0.7463273456705906,0.05357251690159496,10,2092,199843
"0,0,0,0,1,0,0,0",0.7865374815325282,0.07518017045392793,10,2092,199843
"0,0,0,1,0,0,0,0",1.075234443716549,0.049345827166282184,10,2092,199843
"0,0,1,0,0,0,0,0",0.8608471251548722,0.07944113284471224,10,2092,199843
"0,1,0,0,0,0,0,0",0.7686545670375253,0.07683057946950933,10,2092,199843
"1,0,0,0,0,0,0,0",0.9425800192723613,0.05870187863315639,10,2092,199843
"1,1,1,1,1,1,1,1",1.738770765734587,0.06643345332123904,10,2092,199843
