config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0",0.6530165768670614,0.08421692529834725,10,8567,194267
"0,0,0,0,0,0,0,1",0.730283570902003,0.09307771270689269,10,8567,194267
"0,0,0,0,0,0,1,0",0.6930488752564926,0.07178898802188423,10,8567,194267
"0,0,0,0,0,1,0,0",0.7654781674066896,0.03853219623371409,10,8567,194267
"0,0,0,0,1,0,0,0",0.7255170183765273,0.08640532414478087,10,8567,194267
"0,0,0,1,0,0,0,0",0.7846924260569722,0.043663801135261575,10,8567,194267
"0,0,1,0,0,0,0,0",0.7844301628791726,0.10815528630582638,10,8567,194267
"0,1,0,0,0,0,0,0",0.8500181933445177,0.02967742035460342,10,8567,194267
"1,0,0,0,0,0,0,0",0.6951787879319852,0.08339292506739611,10,8567,194267
"1,1,1,1,1,1,1,1",1.5099108375871708,0.06394086313285534,10,8567,194267
