config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0",1.7799056227285306,0.05995218709530322,10,20129,181038
"0,0,0,0,0,0,0,1",1.9552610258383893,0.07301717616495092,10,20129,181038
"0,0,0,0,0,0,1,0",1.894623598903506,0.03550310982593908,10,20129,181038
"0,0,0,0,0,1,0,0",2.0231963671106357,0.0430692036980199,10,20129,181038
"0,0,0,0,1,0,0,0",1.866542059387592,0.06332265879533593,10,20129,181038
"0,0,0,1,0,0,0,0",2.012853175889842,0.060204754699064784,10,20129,181038
"0,0,1,0,0,0,0,0",1.8949858616404143,0.06383838175488536,10,20129,181038
"0,1,0,0,0,0,0,0",1.8256151292151628,0.06246050890911868,10,20129,181038
"1,0,0,0,0,0,0,0",1.7927085330598758,0.06429748854678762,10,20129,181038
"1,1,1,1,1,1,1,1",2.827495249130011,0.0424055804609161,10,20129,181038
