config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0,0",1.6141770599329959,0.04309765725511997,10,4074,181379
"0,0,0,0,0,0,0,0,0,0,0,0,0,1",1.7570327363552436,0.038148495140983084,10,4074,181379
"0,0,0,0,0,0,0,0,0,0,0,0,1,0",1.6400074982349053,0.04636957226160783,10,4074,181379
"0,0,0,0,0,0,0,0,0,0,0,1,0,0",1.8410968123522338,0.0531190787052303,10,4074,181379
"0,0,0,0,0,0,0,0,0,0,1,0,0,0",1.7086525690778545,0.05994670088281065,10,4074,181379
"0,0,0,0,0,0,0,0,0,1,0,0,0,0",1.9221367027894487,0.0588032499960988,10,4074,181379
"0,0,0,0,0,0,0,0,1,0,0,0,0,0",1.79650249915409,0.046246905646742456,10,4074,181379
"0,0,0,0,0,0,0,1,0,0,0,0,0,0",1.6575954997682216,0.042097826933829255,10,4074,181379
"0,0,0,0,0,0,1,0,0,0,0,0,0,0",1.6888396208343324,0.06253264880561613,10,4074,181379
"0,0,0,0,0,1,0,0,0,0,0,0,0,0",1.716169642440302,0.04467884475012898,10,4074,181379
"0,0,0,0,1,0,0,0,0,0,0,0,0,0",1.6540813498169187,0.039982796670793345,10,4074,181379
"0,0,0,1,0,0,0,0,0,0,0,0,0,0",1.6514756216177333,0.04572340510836179,10,4074,181379
"0,0,1,0,0,0,0,0,0,0,0,0,0,0",1.644605024383597,0.04957118394267398,10,4074,181379
"0,1,0,0,0,0,0,0,0,0,0,0,0,0",1.6481486674112602,0.04705579051136702,10,4074,181379
"1,0,0,0,0,0,0,0,0,0,0,0,0,0",1.649515085888747,0.03823172715653489,10,4074,181379
"1,1,1,1,1,1,1,1,1,1,1,1,1,1",2.939858756982356,0.07769943115597315,10,4074,181379
