config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0",0.4468167997483249,0.045720698094301154,10,13675,199529
"0,0,0,0,0,0,0,0,1",0.47420425687345896,0.03158450080520665,10,13675,199529
"0,0,0,0,0,0,0,1,0",0.5499756297147342,0.03377907750884803,10,13675,199529
"0,0,0,0,0,0,1,0,0",0.6187787020643171,0.03534784936408053,10,13675,199529
"0,0,0,0,0,1,0,0,0",0.5362854588221282,0.046553665982202015,10,13675,199529
"0,0,0,0,1,0,0,0,0",0.48831524334004683,0.047807349518548266,10,13675,199529
"0,0,0,1,0,0,0,0,0",0.4993051941992633,0.03768360733670059,10,13675,199529
"0,0,1,0,0,0,0,0,0",0.478816286950952,0.048917825411115175,10,13675,199529
"0,1,0,0,0,0,0,0,0",0.49337555994679294,0.05458458282515371,10,13675,199529
"1,0,0,0,0,0,0,0,0",0.4739703118217037,0.0426690840867411,10,13675,199529
"1,1,1,1,1,1,1,1,1",1.0422334845157466,0.044485251436146456,10,13675,199529
