config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0",2.0402714020576256,0.0720685869543829,10,22820,199342
"0,0,0,0,0,0,0,0,1",2.185350695354404,0.05583673982179353,10,22820,199342
"0,0,0,0,0,0,0,1,0",2.0664813139063467,0.08514159512890729,10,22820,199342
"0,0,0,0,0,0,1,0,0",2.1241600205531186,0.0709459108566238,10,22820,199342
"0,0,0,0,0,1,0,0,0",2.08055206896897,0.05586455718441438,10,22820,199342
"0,0,0,0,1,0,0,0,0",2.1732644927846936,0.07454907456006984,10,22820,199342
"0,0,0,1,0,0,0,0,0",2.158552076133451,0.069565006555896,10,22820,199342
"0,0,1,0,0,0,0,0,0",2.1303076952884807,0.08854273903675708,10,22820,199342
"0,1,0,0,0,0,0,0,0",2.2682934338258165,0.10753631987886007,10,22820,199342
"1,0,0,0,0,0,0,0,0",2.160063580208278,0.07256404367932312,10,22820,199342
"1,1,1,1,1,1,1,1,1",3.152402552571419,0.041293260705130036,10,22820,199342
