protocol_id,mean_epsp_ratio,sem_epsp_ratio,frequency_train,dt_train,mean_epsp_ratio_sim,sem_epsp_ratio_sim,std_epsp_ratio_sim,count,error,param_set
mrk97_03,1.2038,0.0644,10.0,5,1.3729848068024841,0.053121871917332676,0.5312187191733267,100,2.6270932733304995,custom_v1
mrk97_07,1.2013,0.0626,10.0,10,1.3630200363017833,0.05537794470180777,0.5537794470180777,100,2.583387161370339,custom_v1
mrk97_08,0.7922,0.0259,10.0,-10,1.1231020358969799,0.051809546275137904,0.518095462751379,100,12.776140382122774,custom_v1
