,Use,Dep (ms),Fac (ms),Nrrp,gAMPAR (nS),gNMDAR (nS),Vspine ($\mu m^3$),$\theta_d$,$\theta_p$
0,0.09830115286304311,661.6882869202059,44.49081083957554,1.0,0.3542846579214812,0.1417138631685925,0.033820519069901495,0.03144512114714623,0.037897162535028894
1,0.6791111533513055,632.5998388866212,0.08258385861632031,1.0,1.145203167878485,0.4580812671513941,0.07859995705283392,0.03192393064449963,0.037205048862432887
2,0.39390289602474393,546.4240364136075,0.3153453432180144,1.0,0.44273214511953074,0.1770928580478123,0.04447596944005402,0.02227388643775387,0.026011309953364484
3,0.5023412725301084,719.0740218922544,1.8132707791373284,1.0,0.5338646869467455,0.2135458747786982,0.08841315963335429,0.01476072281751625,0.01715669349948552
4,0.0713328337572507,651.4757210207607,4.337695487004263,1.0,0.14974969841652,0.059899879366608004,0.034934338307260365,0.30485612240611804,0.2597257247177665
5,0.6228463851702615,651.4405303865085,32.90663904716301,1.0,1.1387998254226936,0.4555199301690775,0.07470819360221448,0.16069228063117552,0.2570353964305231
6,0.6407729686205141,730.0141353495684,0.8200428135241944,1.0,0.5202023147851743,0.20808092591406974,0.024199125618802376,0.07556877687929636,0.09140847466978722
7,0.7064417519051698,788.8463670149665,10.418017062680605,1.0,0.8327631571958934,0.3331052628783574,0.08896277582329344,0.029561061119205964,0.03534271236039832
8,0.8926211424165598,568.6599282665533,0.058331663837921974,1.0,1.0187965659583103,0.40751862638332415,0.05353249124862721,0.1731175562077017,0.2965370242686406
9,0.09083851606952764,567.3379142234529,11.922125990890667,1.0,0.2721835624030743,0.10887342496122972,0.0648619795501486,0.13192743596474624,0.13345887422185065
10,0.046617202789727676,698.6704756053666,14.198184125162992,1.0,0.10577147695829771,0.04230859078331908,0.01185355447289134,0.33395901714991644,0.32383676763890923
11,0.5341230039033273,511.4750254740452,0.1456972452404925,1.0,0.8239825575763043,0.32959302303052174,0.05759322136306762,0.05439265262449172,0.0663900478450453
12,0.18219132776875846,868.7940275719498,133.50453316168833,1.0,0.1279949146094025,0.051197965843761,0.018892787281972058,0.03249659864881917,0.04002733651292348
13,0.6895690447575982,543.9394259525543,0.23686817692457662,1.0,0.5951496894113346,0.23805987576453386,0.03499674713077008,0.20874280673424322,0.28743670398705434
14,0.51828272898247,767.1102907351225,0.011235867830558317,1.0,0.7547263254732752,0.3018905301893101,0.042581417397623056,0.04186190267082352,0.04974468656857006
15,0.47533875317350505,509.66523325124734,50.7714378677643,1.0,0.5812424807137844,0.23249699228551376,0.06625477221245801,0.11641441017217707,0.15142036956932306
