pregid,postgid,frequency_train,dt_train,path,epsp_before,epsp_after,epsp_ratio,epsp_before_std,epsp_after_std,N,apical_ratio,Use_before_mean,Use_before_std,Dep_mean,Dep_std,Fac_mean,Fac_std,gmax_AMPA_before_mean,gmax_AMPA_before_std,spine_volume_mean,spine_volume_std,Nrrp_mean,Nrrp_std,Cpre_mean,Cpre_std,Cpost_mean,Cpost_std,risetime
11255,24207,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/11255-24207/0Hz_-10ms/simulation.batch,0.5628070136185144,0.17711343916111227,0.3146965742704203,0.32651069371557584,0.21797792680043523,3.0,1.0,0.34280213550400607,0.2870185629165898,652.793760492574,131.58710796348072,3.825055542166996,2.731629886609781,0.5236921018690629,0.28291179359989704,0.04657135870265624,0.02694579230410923,1.0,0.0,0.08067261081095023,0.02993655637069209,3.588444732359782e-05,9.557202949594798e-06,4.775
9740,2924,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/9740-2924/0Hz_-10ms/simulation.batch,2.1529482489605187,2.150559593315847,0.9988905187824069,0.5598741788729541,0.4797460092651852,4.0,0.5,0.5299228722608379,0.27247606983327055,686.4810782851882,66.37923115675191,0.8802346308217602,1.476106215222057,0.6910305875657546,0.33646590045886776,0.05220897348061072,0.00827628242303533,1.0,0.0,0.022159873250058602,0.0076606797140958745,0.003969064268369272,0.0040920420392703315,0.75
23411,14318,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/23411-14318/0Hz_-10ms/simulation.batch,0.5956546913304398,0.4730326813424673,0.7941391014413284,0.4183679006217289,0.34691101065705765,4.0,0.25,0.3279471350934584,0.08382539646346546,720.8919821479248,122.64672103968843,11.313595353422949,16.404185497705946,0.29508216085433703,0.10445084219048936,0.02156344148190268,0.005596994166615482,1.0,0.0,0.023135672325380267,0.008089095436324481,0.02489772449051905,0.02947814101979901,1.5750000000000002
3922,22161,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/3922-22161/0Hz_-10ms/simulation.batch,4.12386579718818,3.928521457867305,0.9526307719678782,0.9106163361698484,0.953839507724137,8.0,0.0,0.5759799820169799,0.25475420001473986,656.8280310641834,90.37854024568011,25.014451133054404,33.51404021370179,0.7137587250969949,0.4450286204463536,0.04730416045101267,0.02706605087201797,1.0,0.0,0.03142470193740525,0.008098416788794699,0.0009735944663245999,0.0009815223940941632,1.55
10434,7442,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/10434-7442/0Hz_-10ms/simulation.batch,2.456200320558996,2.2891788719056034,0.9320000704928737,0.3222843178231674,0.30661409456947003,3.0,0.0,0.7277665309327448,0.2533796274214884,544.5876288451901,127.81253582037988,2.0923081873824434,2.103576513308175,1.899132977959308,1.140672058470291,0.1200184563307799,0.07202587412581796,2.0,0.816496580927726,0.031861340687206495,0.00822299360681418,0.0008644699710801566,0.0005340396711557511,2.075
121566,118366,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/121566-118366/0Hz_-10ms/simulation.batch,1.7429954792155848,1.6226681337607751,0.9309651993423633,0.6908927771097781,0.5982585169792545,5.0,1.0,0.3989208495004424,0.25514052928901343,611.1870956825265,81.37930024357001,3.996482863093873,4.977117172558994,0.5584844820184962,0.2621962266635268,0.03518307211400359,0.020575380629975312,1.0,0.0,0.03883569052268487,0.012625916749350078,0.0001552492855951043,0.00025688353707139106,1.625
118292,113391,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/118292-113391/0Hz_-10ms/simulation.batch,4.423560913910449,4.52718482197942,1.0234254506913452,0.9280069904408822,1.0663898205643745,3.0,0.3333333333333333,0.6458599512126022,0.2805835086371813,638.0497774764108,14.807455251801347,18.92205578080766,13.390948131516001,0.8020611369807408,0.4207174643311558,0.06322899565049703,0.0384686402447199,1.3333333333333333,0.4714045207910317,0.028715761988669933,0.004082462337026486,0.013583444225467178,0.012791399908654173,1.85
123689,124240,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/123689-124240/0Hz_-10ms/simulation.batch,1.3233268509875298,0.7354882535630068,0.5557872970038735,0.5471370029455593,0.5542997512820876,4.0,0.5,0.4832905448361867,0.173953116449769,598.8163823318964,72.77983705992044,2.3113569400603717,2.348158746175678,0.6215899137322535,0.2689733533439792,0.046066530167828336,0.022646827787246464,1.0,0.0,0.03017669512995818,0.008579317307556612,0.0004021743171621822,0.0006161537981023556,3.075
10060,12873,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/10060-12873/0Hz_-10ms/simulation.batch,0.2750756767330972,0.6328600563524539,2.300676177074394,0.24167402204926608,0.36191764773637586,2.0,0.0,0.35591764665169767,0.1995487883753944,600.8770014278398,29.940239157678832,73.39475510447642,67.74222402810753,0.3828248521815185,0.06600001802588176,0.024375532238690163,0.006270629771664612,1.0,0.0,0.026422685432983716,0.0025810369669556008,0.007944493832898828,0.004211654047948826,1.8
3153,2393,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/3153-2393/0Hz_-10ms/simulation.batch,1.8594986306148873,1.7488662610482884,0.9405041941170907,0.4962338040058757,0.5233061688929508,6.0,0.5,0.42131819649234914,0.27497262097310804,630.7053059156534,77.08608807145143,7.2042977167286075,12.052175193041432,0.6454366670479124,0.38406300422698314,0.04060766356185507,0.018013854717896353,1.0,0.0,0.02784408022253652,0.006830374891303475,0.01488912094362057,0.01423860855308447,1.475
15791,12266,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/15791-12266/0Hz_-10ms/simulation.batch,1.2687699201772182,1.1956960353560475,0.9424057241119305,0.5542645938085152,0.5994888381733892,2.0,1.0,0.49928812458723193,0.28846838065823055,764.398689266294,13.784859440114872,58.083437654481045,58.07000557177783,0.7619856631881669,0.39916793605893053,0.03560113641215286,0.016739968169239793,1.0,0.0,0.03906697881597283,0.0027770032396296465,0.06602323997891557,0.009963187441322702,1.55
1662,7134,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/1662-7134/0Hz_-10ms/simulation.batch,1.5525347148028719,1.8341195845885516,1.1813710618518654,0.4916374327031025,0.4637903438301818,3.0,0.0,0.6009538318281942,0.2285415758193188,754.8895445753157,92.68389085468715,2.778462679831881,2.149817831269027,0.7628768057587724,0.3492263962167445,0.058839559267462795,0.02510816313274565,1.3333333333333333,0.4714045207910317,0.021747414826378268,0.0014884985869712242,0.0015348060045786611,0.0019076580223777897,1.8
16608,5725,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/16608-5725/0Hz_-10ms/simulation.batch,0.434729286863503,0.43168215826879314,0.9929907446155875,0.34077037747382183,0.34421778898118344,2.0,0.5,0.34118595885619185,0.224358668861816,756.0496660556958,18.279051159223684,27.87818482525479,21.249015136973828,0.37788548678419365,0.2953289874919567,0.02673220930084758,0.022598182105155983,1.0,0.0,0.026998160609451875,0.004939558114058145,0.081535390883998,0.08109872329994386,1.675
123595,125298,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/123595-125298/0Hz_-10ms/simulation.batch,0.9189153607976991,0.892557057997755,0.9713158535329491,0.23955540159054903,0.26395428251375835,3.0,0.0,0.6067914465631332,0.33816727117931733,716.3173557520153,154.56825112149525,1.4386963678191271,1.0834636744609365,0.7765666178790251,0.367742170392206,0.07694837709751672,0.05660498564744089,1.3333333333333333,0.4714045207910317,0.02197854944104423,0.0071598025518421655,0.00840851496129979,0.0016602591594773754,1.5750000000000002
14144,12681,0.2,-10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/zilberter_2009/simulations/L23PC_L23PC_lowfreq/14144-12681/0Hz_-10ms/simulation.batch,0.6767261144661002,0.6316471261519863,0.9333866576884228,0.32183825243738706,0.3240888932949321,2.0,1.0,0.5784407404979284,0.1287667695386776,958.3370016457222,160.96548381730491,0.2936221211325686,0.04413251780040088,0.7717664350408702,0.2559558682020558,0.040526851490080805,0.015771195625238963,1.0,0.0,0.031514523587626804,0.002084314780021289,0.05791933775354454,0.007063927973773802,1.225
