,$U_\mathrm{SE}$,$\tau_\mathrm{dep}$ (ms),$\tau_\mathrm{fac}$ (ms),$N_\mathrm{RRP}$,$\hat G_\mathrm{AMPAR}$ (nS),$\hat G_\mathrm{NMDAR}$ (nS),$X$ ($\mu m^3$),$\theta_d$,$\theta_p$
0,0.1908749379073061,671.8517332486645,0.0018997826306148256,1.0,0.24575982370085953,0.09830392948034382,0.017378734323028527,0.1756341714771598,0.3024398237462121
1,0.474093081152318,578.0549414184976,0.8208286207864048,1.0,0.5564822579682402,0.2225929031872961,0.020343165919032482,0.36817139262833926,0.599792999579063
2,0.7145402147943358,705.1458210489563,4.996640973808789,2.0,1.3171570168286661,0.5268628067314665,0.10946662289161915,0.3135853640352191,0.374300643495855
3,0.26555987646976337,783.6408914482948,0.0006862198161421437,1.0,0.2839011294254947,0.1135604517701979,0.014837909610444214,0.37183472667323053,0.5211184978527719
4,0.8390991599030965,580.4672918556813,21.064050625048726,2.0,1.3933375515636202,0.557335020625448,0.12681583239098268,0.17359728636698812,0.26735759829127503
5,0.19743618823146605,681.4601335418225,4.103102291550554,1.0,0.21912244359776759,0.08764897743910705,0.02453898274344692,0.2530269347608967,0.29867419897580627
6,0.4592997106447157,591.0813014626658,1.5579268891692002,1.0,0.7453317659824261,0.29813270639297046,0.08323704488509936,0.21543251507544908,0.2739449836220792
7,0.5417612222709156,630.0913757528587,5.417119574747092e-08,1.0,0.8242537114969866,0.32970148459879467,0.06285526523569535,0.31092892187980753,0.40647122420528026
8,0.6298893676536437,865.2735120920237,0.006625235351487826,1.0,0.6145954676198915,0.2458381870479566,0.025464082156798833,0.3493926317483903,0.5616620477939471
9,0.35193106634613114,766.288685245006,1.0209536429511326,1.0,0.8290252446090667,0.3316100978436267,0.04032531769411861,0.1897196362810667,0.40340003579039524
10,0.2925529181143106,694.5356932394528,24.165465238065345,1.0,0.347699177555112,0.1390796710220448,0.04709329170857309,0.284741689173484,0.30715335078952954
11,0.7785641269622201,889.995289466714,8.147498654187409,1.0,1.0193299432610698,0.40773197730442795,0.06053637677144173,0.33137713508609695,0.4746684037732015
12,0.3367968857781512,727.5547460231938,26.667625228777922,1.0,0.38163703373630703,0.1526548134945228,0.02409235116509368,0.061661115632647916,0.2682660219842259
13,0.6649947775089597,800.1626680326351,0.004576337567568023,1.0,0.6384018208301747,0.2553607283320699,0.05650252114829295,0.0483484215771747,0.05792963380927038
