connection_type,cell_pair,protocol_id,param_hash,actual_epsp_ratio,expected_epsp_ratio,difference_in_percentage,initial_rho,final_rho,expected_epsp_before,expected_epsp_after,actual_epsp_before,actual_epsp_after
L5TTPC_L5TTPC,205559-199162,mrk97_02,569b3c6a64ec,1.011796061216109,1.0,1.1796061216108988,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.8781595121084902,1.9003143966869394
L5TTPC_L5TTPC,205559-199162,mrk97_07,9cad658eaf67,1.046198350391197,1.0,4.619835039119691,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.9405997756576423
L5TTPC_L5TTPC,205559-199162,mrk97_07,42fcbef9c959,1.0461977772476074,1.0,4.619777724760743,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.9405987125300617
L5TTPC_L5TTPC,205559-199162,mrk97_07,569b3c6a64ec,1.0461966662619115,1.0,4.6196666261911545,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.940596651755839
L5TTPC_L5TTPC,205559-199162,mrk97_08,9cad658eaf67,0.9991596311578473,1.0,-0.08403688421526612,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9043271501785537,1.9027268129762782
L5TTPC_L5TTPC,205559-199162,mrk97_08,42fcbef9c959,0.9991610343025986,1.0,-0.08389656974013837,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9043271501785537,1.9027294850229237
L5TTPC_L5TTPC,205559-199162,mrk97_08,569b3c6a64ec,0.9991598971659739,1.0,-0.08401028340261352,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9043271501785537,1.9027273195427759
L5TTPC_L5TTPC,205559-199162,mrk97_01,b55d18daaa30,1.0169543989885597,1.0,1.695439898855966,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9017273263915402,1.933969970250629
L5TTPC_L5TTPC,205559-199162,mrk97_07,b55d18daaa30,1.0462011574673387,1.0,4.620115746733866,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.9406049825204987
L5TTPC_L5TTPC,205559-199162,mrk97_01,bcb464881cb7,1.0169543989885597,1.0,1.695439898855966,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9017273263915402,1.933969970250629
L5TTPC_L5TTPC,205559-199162,mrk97_02,bcb464881cb7,1.0329543144546869,1.0,3.2954314454686884,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.8781595121084902,1.9400529712665748
L5TTPC_L5TTPC,205559-199162,mrk97_07,bcb464881cb7,1.046192838046293,1.0,4.619283804629304,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.9405895507750666
L5TTPC_L5TTPC,205559-199162,mrk97_08,bcb464881cb7,0.9991610503882599,1.0,-0.08389496117401363,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9043271501785537,1.9027295156552853
L5TTPC_L5TTPC,205559-199162,mrk97_01,ae9f31198d21,1.0169543989885597,1.0,1.695439898855966,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9017273263915402,1.933969970250629
L5TTPC_L5TTPC,205559-199162,mrk97_02,ae9f31198d21,1.0329492705877417,1.0,3.2949270587741664,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.8781595121084902,1.9400434980798935
L5TTPC_L5TTPC,205559-199162,mrk97_07,ae9f31198d21,1.0462015798966502,1.0,4.620157989665019,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.9406057660872351
L5TTPC_L5TTPC,205559-199162,mrk97_08,ae9f31198d21,0.9991607231427502,1.0,-0.08392768572498266,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9043271501785537,1.9027288924727763
L5TTPC_L5TTPC,205559-199162,mrk97_01,148dd620b8c7,1.0169543989885597,1.0,1.695439898855966,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9017273263915402,1.933969970250629
L5TTPC_L5TTPC,205559-199162,mrk97_02,148dd620b8c7,1.0329492705877417,1.0,3.2949270587741664,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.8781595121084902,1.9400434980798935
L5TTPC_L5TTPC,205559-199162,mrk97_07,148dd620b8c7,1.0462015798966502,1.0,4.620157989665019,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.9406057660872351
L5TTPC_L5TTPC,205559-199162,mrk97_08,148dd620b8c7,0.9991607231427502,1.0,-0.08392768572498266,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9043271501785537,1.9027288924727763
L5TTPC_L5TTPC,205559-199162,mrk97_01,028b3a7024e2,1.0169543989885597,1.0,1.695439898855966,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9017273263915402,1.933969970250629
L5TTPC_L5TTPC,205559-199162,mrk97_02,028b3a7024e2,1.0329470500376945,1.0,3.294705003769449,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.8781595121084902,1.9400393275327006
L5TTPC_L5TTPC,205559-199162,mrk97_07,028b3a7024e2,1.0461940617685812,1.0,4.619406176858121,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.9405918206650898
L5TTPC_L5TTPC,205559-199162,mrk97_08,028b3a7024e2,0.999160267756377,1.0,-0.08397322436229926,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9043271501785537,1.902728025268142
L5TTPC_L5TTPC,205559-199162,mrk97_01,484b1f513314,1.0169543989885597,1.0,1.695439898855966,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.9017273263915402,1.933969970250629
L5TTPC_L5TTPC,205559-199162,mrk97_02,484b1f513314,1.0329492705877417,1.0,3.2949270587741664,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.8781595121084902,1.9400434980798935
L5TTPC_L5TTPC,205559-199162,mrk97_07,484b1f513314,1.0462015798966502,1.0,4.620157989665019,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",1.9179159710490084,1.9179159710490084,1.854906170452294,1.9406057660872351
