,$U_\mathrm{SE}$,$\tau_\mathrm{dep}$ (ms),$\tau_\mathrm{fac}$ (ms),$N_\mathrm{RRP}$,$\hat G_\mathrm{AMPAR}$ (nS),$\hat G_\mathrm{NMDAR}$ (nS),$X$ ($\mu m^3$),$\theta_d$,$\theta_p$
0,0.18410034222873703,874.7793522625302,13.700092751376587,1.0,0.29009079509410496,0.15954993730175773,0.01944247608578011,0.07151739381314874,0.08285216902409097
1,0.46094046774437963,570.6236201591614,1.9297507838733294,5.0,1.7421667157263936,0.9581916936495165,0.21428504686432037,0.03889340412173219,0.04504970619335952
2,0.6784509627279065,896.2997069914284,18.13144439158745,5.0,2.774164177399909,1.52579029756995,0.3157721829892787,0.03551455714739983,0.04125460982958381
3,0.14278552073456569,797.806501639221,0.008980121918463908,1.0,0.3105800851913689,0.17081904685525293,0.018153583561908264,0.15005690053755544,0.17368031711328194
4,0.5473700424966972,751.5697076914176,0.00449546625613453,2.0,0.7986224132782505,0.4392423273030378,0.0841665265383127,0.04076818112038899,0.047337391956132
5,0.4277723239596609,537.0785806021089,3.0218809793879716e-05,1.0,0.6763608807633347,0.3719984844198341,0.04105389032197737,0.10644675971370296,0.12732628518173855
6,0.5755536200888272,743.2064558206674,4.345269275253366e-06,3.0,1.923042701801776,1.0576734859909769,0.16061770887440008,0.07176625765304949,0.08539475227143763
7,0.5644559335296175,847.7038200941536,21.935588519266222,2.0,1.245075351435991,0.684791443289795,0.05691000960347177,0.12186722509548646,0.14426138140444617
8,0.22112514778777062,737.4231495637251,14.088291315464618,2.0,0.9718174123262142,0.5344995767794178,0.07891359299349357,0.3631603125416535,0.5575722910970369
9,0.6734810913871225,706.837978446101,6.897230465538073,4.0,2.4926384592583597,1.3709511525920979,0.20517563278292203,0.08748473853193223,0.10542841218500566
10,0.6562669707767428,739.6793425630899,0.07352200894805437,3.0,2.0665052405948696,1.1365778823271784,0.09061040817124058,0.10678011862529754,0.12411399694611065
11,0.39178794684610635,638.6512561887034,0.02948727232451361,2.0,0.9171527102750107,0.5044339906512559,0.06089160211813394,0.06937155377282139,0.08050792248222294
12,0.7014107312919455,661.5675815138299,2.369814507534876,2.0,1.3368710176391168,0.7352790597015143,0.07765453766413508,0.12130068780947896,0.1460304451785639
13,0.5499560235986664,1003.394742494297,0.7581114604822823,3.0,1.6663626831901452,0.9164994757545799,0.17284575654493786,0.04528867270703417,0.05279051523607507
14,0.6046457504184413,612.4591179083603,2.1375105632800318,3.0,1.019610311572402,0.5607856713648212,0.11848015481927948,0.2872873216356579,0.373923552361177
15,0.34904541532307237,560.7889793391745,2.2300731262337408,2.0,0.8972824061931517,0.4935053234062335,0.06967221731342733,0.13976031467939257,0.16193189035081404
16,0.4215966706258653,682.745447908328,70.23599882429991,2.0,1.5501163182102677,0.8525639750156473,0.07496357369554042,0.20832981644363846,0.24128241330740843
17,0.6207477068895452,717.126968712635,0.0018481085580877637,3.0,2.0305044152946494,1.1167774284120573,0.11056535509002537,0.09133249632662725,0.10576001734947851
18,0.20939064414673242,875.96025318373,4.892448303376797,1.0,0.24790531617798345,0.1363479238978909,0.034381210637515584,0.07229582761530813,0.08880263016788734
19,0.6571150263133709,837.7011201091011,30.087917001318434,3.0,1.8807194052695464,1.0343956728982506,0.16291169578889092,0.05386555323858395,0.0631423284175704
20,0.5337206544678502,682.8219447854564,10.614044796634648,4.0,1.828780336897996,1.0058291852938979,0.1584557805393197,0.12223551286188743,0.1416062491182071
21,0.4331184019530894,616.7286353598344,6.43488123550425e-05,2.0,1.461423160897505,0.8037827384936278,0.09097649157920387,0.16564340480196696,0.191870499639667
22,0.23972419223130942,599.7263798865704,24.996696854415504,1.0,0.628886063686088,0.3458873350273484,0.05529469277415929,0.41236977208482917,0.4980259829477169
23,0.5100161095387947,648.2641557030271,21.647818323147888,3.0,1.7446695533253553,0.9595682543289455,0.12139039395303816,0.06611548460632852,0.07654388801483601
24,0.3030205404907441,599.585453839997,66.37687727636975,2.0,0.5541779239075727,0.304797858149165,0.03934944242624302,0.05835255171201975,0.06755415133985519
25,0.7220871023062301,642.9720188563949,0.02882071863439559,2.0,1.2816946547172205,0.7049320600944714,0.10397001138116568,0.05182668412691053,0.06006843995090508
26,0.885314172459013,710.4118006167516,53.665063670113696,5.0,4.508407600483384,2.479624180265861,0.32503831363680447,0.07532932058511607,0.08916544558233776
27,0.8276660071111367,499.1243463939926,0.0007172913687139149,5.0,2.3175336884849864,1.2746435286667426,0.2095203565153562,0.06617298823332685,0.0788588530565824
28,0.47038723988658016,879.0961132988533,0.28670390648791316,3.0,1.8288366322251357,1.0058601477238247,0.16601532138172856,0.05075021197486251,0.0593332387509132
29,0.4515216677948201,891.1169529839036,0.19839631263332486,2.0,0.7290973606812632,0.40100354837469476,0.07213316726430176,0.04727631267357908,0.05509773824091719
30,0.35308930362303903,760.0574836596987,0.06079637118988971,2.0,0.8377272238169421,0.4607499730993182,0.0434116137819759,0.12370941151425427,0.1432047457358592
31,0.6852215564928896,928.6195151355926,2.2338069727258096,2.0,0.8777559573134989,0.4827657765224244,0.11370766164758048,0.04989723839187106,0.05777240490324046
32,0.44024432143393755,588.0758075746229,0.01559297282822583,4.0,1.9013507095018372,1.0457428902260104,0.17339114349265453,0.2655941488166915,0.40233846637268533
33,0.6740694078356664,667.8298872734481,0.014669003291873213,3.0,1.2105850138506145,0.665821757617838,0.11416411998410375,0.048002142962670066,0.05599927890661798
34,0.2938715201686266,942.4546498565737,93.04865764928581,3.0,0.5936032027739665,0.3264817615256816,0.06862353462830657,0.040839248662994626,0.047791622845985524
35,0.7061186993547843,625.5628686834118,73.71305640085968,4.0,2.8407043501545846,1.5623873925850216,0.23400989923033125,0.05733204390496925,0.06641401996893687
36,0.8096503252324811,551.2834244754756,16.64999334689386,5.0,2.884184390955562,1.5863014150255592,0.29042894704730793,0.07199712276076063,0.08690649502585776
37,0.8174870789095546,738.9439341822718,8.984135882829165,3.0,2.751451045502662,1.5132980750264642,0.16710778183459546,0.06963368924293709,0.08059541390355315
38,0.35117008838404534,828.1391571150515,20.590974492218677,4.0,1.1841723750685038,0.6512948062876771,0.16897178522102027,0.03231349672402506,0.03774400379791566
39,0.4008273675099661,491.0905651520735,0.0902243047085771,2.0,1.0219674086612223,0.5620820747636723,0.10267115171621087,0.045119974714513456,0.052625300268148434
40,0.6239975700633256,602.3623791925454,57.638595458556864,3.0,1.573294250923904,0.8653118380081473,0.1609091279540047,0.04563196386685883,0.052840020075515755
41,0.8064010674168667,625.2321392063863,0.0032081701055604855,6.0,3.054724232868595,1.6800983280777273,0.3249046991547806,0.04546014648382608,0.05288249957318485
42,0.6618754755767614,924.6209809063929,0.061121438737396665,3.0,1.3178074353140659,0.7247940894227363,0.15782308071990367,0.05092239614344583,0.06107936916172935
43,0.4946768683053881,565.8288762197078,0.0009221160789975687,3.0,1.639509314179191,0.9017301227985551,0.13995548266091337,0.1817320624619972,0.33199290726637054
44,0.6138169140751726,801.9021376108527,2.0927749676957403,3.0,1.5688311434633564,0.8628571289048461,0.07394213334400326,0.9093586431644081,2.6246957184437902
45,0.2734399292906654,425.2455116626457,10.779942475377451,3.0,0.9967022027378396,0.5481862115058118,0.09139355807797322,0.7190839374557463,1.8345769627719175
46,0.6442620640176897,476.5725221681171,4.103218820019351,4.0,2.1940188068264246,1.2067103437545337,0.24563619879308268,0.052564377407585065,0.06084128702844045
47,0.6556328454833451,452.7642126275446,0.0038320673226904614,4.0,3.188039637702213,1.7534218007362175,0.14210015993564326,0.4107145886647213,0.4753260994517191
48,0.8120510638988527,724.2876913124128,55.648282977470686,3.0,2.1054866435377737,1.1580176539457756,0.16359704039142564,0.5758283981732416,1.5732732135784275
49,0.5939734755414843,617.3378384101217,0.018290612096383396,3.0,1.5819768742275713,0.8700872808251643,0.15602743690752846,0.144423397090736,0.16716144151994072
50,0.8858830450831622,471.31664833907706,0.004001676257920587,6.0,5.303823451140355,2.9171028981271956,0.4073050649465637,0.16823331429550445,0.1947106449675233
51,0.2627411148034171,478.09541067998265,34.974708946335646,1.0,0.45072721900761475,0.24789997045418813,0.05444928963135296,0.04551942145804262,0.053989267589730355
52,0.4310363375371819,662.6715172366721,51.854818159455185,2.0,0.9169125006342477,0.5043018753488363,0.09483398734427696,0.06811204385804327,0.08214270338561132
53,0.16834371276259888,921.9702772892849,0.009466825522388976,2.0,0.9709581649584688,0.5340269907271579,0.06721856999597946,0.16965721923373525,0.1963632819184279
54,0.792544071890854,545.9019449479372,21.911921117413577,3.0,1.2916056979620514,0.7103831338791283,0.12644329720337505,0.40662046433982363,0.5827488702054621
55,0.7257199287696091,804.1822705949593,0.0001505431472830024,5.0,2.6162679291937168,1.4389473610565444,0.2532064879138734,0.04948756826342079,0.058136822933290186
56,0.1820808774062589,969.3804918446475,8.95435431129627,1.0,0.4966357005531715,0.27314963530424435,0.015743451650448947,0.9288582436587598,1.0749857386891082
57,0.8465415908605247,638.120170271372,11.331233937279993,5.0,3.065248770961612,1.6858868240288867,0.29221347365899614,0.33324209705625946,0.3856680525171736
58,0.5822548580076672,898.2842137679386,3.729508365202561,4.0,1.7792126764355283,0.9785669720395407,0.20932120882832028,0.30039751696994077,0.3476583867323527
59,0.3354743907190262,612.0243093233736,6.969697107664506,2.0,1.236534767860086,0.6800941223230473,0.10375156883536846,0.05811771631970995,0.06756418824301111
60,0.5942078079573502,717.5344963300042,27.05570000458422,6.0,2.940674712128169,1.617371091670493,0.37172749991665344,0.039334201119741515,0.0456260197854633
61,0.5288407238322292,993.2405257573764,0.1267919399923026,4.0,2.485106939049408,1.3668088164771746,0.20264157401495161,0.056749062094466465,0.06578516145504039
62,0.5360922126066947,586.4152406728945,0.2737347626720966,2.0,1.1707473569606284,0.6439110463283456,0.0259704094954887,0.43449323352360625,1.1691675849954688
63,0.6306914807906308,704.5791756588906,21.62397470348229,3.0,1.3560246659679045,0.7458135662823475,0.1300992304611795,0.048049419762655386,0.055805874294716985
