pre_gid,post_gid,freq_hz,delay_ms,n_synapses,n_potentiated_initial,n_potentiated_final,n_0to1,n_1to0,initial_rho_array,final_rho_array,initial_rho_bin,final_rho_bin,mean_epsp_before,mean_epsp_after,epsp_ratio
199879,192945,10.0,-50.0,11,6,6,2,2,"[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[0.451696, 0.515283, 0.554461, 0.0, 0.588544, 0.420389, 1.0, 0.529216, 0.303998, 0.0, 0.608104]","[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1]",1.752341395656637,1.93051706314705,1.1118276879606024
199932,195364,10.0,-50.0,6,2,3,2,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.536521, 0.386869, 0.529594, 0.485451, 0.562674, 0.333194]","[0, 0, 0, 0, 1, 1]","[1, 0, 1, 0, 1, 0]",1.8897575018523494,1.9322895644793556,1.0259767414517553
200132,185914,10.0,-50.0,6,3,5,2,0,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[1.0, 0.509877, 0.981901, 0.521959, 0.0, 0.601831]","[1, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1]",1.124574092101589,1.5113615648663639,1.3487667278698494
200462,204393,10.0,-50.0,7,4,3,2,3,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.591589, 0.13657, 0.379374, 0.437362, 0.595417, 0.579953, 0.476989]","[0, 1, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0]",1.2377832737792454,1.1508011676492043,0.9444591509354856
200586,209048,10.0,-50.0,4,2,2,0,0,"[1.0, 0.0, 0.0, 1.0]","[0.546725, 0.174528, 0.304286, 0.520231]","[1, 0, 0, 1]","[1, 0, 0, 1]",1.0216994104343216,1.0216994104343216,1.0076633241491244
201258,187071,10.0,-50.0,5,3,4,1,0,"[0.0, 1.0, 1.0, 0.0, 1.0]","[0.551105, 1.0, 1.0, 0.0, 0.613109]","[0, 1, 1, 0, 1]","[1, 1, 1, 0, 1]",1.4850781228585155,2.126695354337257,1.443780335302435
201281,199420,10.0,-50.0,10,6,4,0,2,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[0.439521, 0.304598, 0.318637, 1.0, 0.409664, 1.0, 1.0, 0.483998, 0.577672, 0.398467]","[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0, 1, 0]",1.619040294536289,1.105906694904752,0.6921718372260292
201521,209101,10.0,-50.0,5,3,3,0,0,"[1.0, 1.0, 0.0, 1.0, 0.0]","[0.755618, 0.582081, 0.0, 0.614151, 0.0]","[1, 1, 0, 1, 0]","[1, 1, 0, 1, 0]",2.1892663654162368,2.1892663654162368,1.0353554273166425
202328,190143,10.0,-50.0,5,2,1,0,1,"[0.0, 1.0, 0.0, 0.0, 1.0]","[0.389166, 0.467335, 0.385785, 0.445442, 0.611787]","[0, 1, 0, 0, 1]","[0, 0, 0, 0, 1]",1.293556776455307,0.827152124804791,0.6406179954803574
202571,195398,10.0,-50.0,5,4,4,1,1,"[1.0, 1.0, 1.0, 0.0, 1.0]","[0.320944, 0.511579, 0.599715, 0.569508, 0.557477]","[1, 1, 1, 0, 1]","[0, 1, 1, 1, 1]",0.751905875569516,0.8729288007087579,1.172373591233133
203038,207594,10.0,-50.0,15,9,10,1,0,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[0.556768, 0.495411, 0.541869, 0.0, 0.535536, 0.525619, 0.901087, 1.0, 0.596514, 0.0, 0.761167, 1.0, 0.442572, 0.0, 0.552744]","[1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1]",2.7686344004505745,2.8173908487169697,1.022001603693491
203171,197644,10.0,-50.0,3,1,1,0,0,"[1.0, 0.0, 0.0]","[0.743462, 0.0, 0.0]","[1, 0, 0]","[1, 0, 0]",0.5090846544142453,0.5090846544142453,1.0169541314807207
203300,206195,10.0,-50.0,5,3,3,0,0,"[0.0, 1.0, 1.0, 1.0, 0.0]","[0.0, 1.0, 1.0, 0.560291, 0.339581]","[0, 1, 1, 1, 0]","[0, 1, 1, 1, 0]",0.9164351167519311,0.9164351167519311,1.0029355586757058
203710,206592,10.0,-50.0,8,5,4,0,1,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[0.451508, 0.628906, 0.28442, 0.959419, 0.0, 1.0, 0.679266, 0.367216]","[1, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 1, 0]",1.4841866228446592,1.2233352147752168,0.8379357433734798
203919,187736,10.0,-50.0,6,3,1,0,2,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.58036, 0.0, 0.339344, 0.0, 0.0, 0.397057]","[1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 0]",1.616590150546727,0.6147399748819582,0.381237337896204
203964,196350,10.0,-50.0,8,4,2,2,4,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[0.595236, 0.40432, 0.436297, 0.4513, 0.108667, 0.24953, 0.108517, 0.554273]","[0, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1]",1.5154956095606311,1.0225716694179985,0.6873176506778909
204120,188861,10.0,-50.0,4,1,1,0,0,"[0.0, 1.0, 0.0, 0.0]","[0.381158, 0.516727, 0.375152, 0.0]","[0, 1, 0, 0]","[0, 1, 0, 0]",1.3692745658192838,1.3692745658192838,1.0044875599870542
204194,205064,10.0,-50.0,6,3,2,0,1,"[1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.121888, 0.488899, 0.291986, 0.779183, 1.0, 0.0]","[1, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 1, 0]",0.914066192569595,0.5439796529355456,0.5962321604439501
204883,200512,10.0,-50.0,14,6,6,0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.560765, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.4685, 0.0, 0.0, 0.593296, 0.0]","[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",5.356489087366031,5.356489087366031,1.0098810341662194
205300,191467,10.0,-50.0,8,4,5,1,0,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 0.712671, 0.522361, 0.0, 0.588771]","[1, 1, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]",1.6200950157697556,2.046131526759414,1.2718145845190902
205327,192314,10.0,-50.0,5,2,3,2,1,"[1.0, 1.0, 0.0, 0.0, 0.0]","[0.502113, 0.478759, 0.501175, 0.471838, 0.502005]","[1, 1, 0, 0, 0]","[1, 0, 1, 0, 1]",0.2006276565495691,0.6520997711811161,3.2557936510624033
205559,199162,10.0,-50.0,8,3,3,0,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.759386, 0.958277, 0.0, 0.366208, 1.0, 0.0, 0.0]","[0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 1, 0, 0]",2.7044351226650205,2.7044351226650205,1.0038113789875536
205643,189193,10.0,-50.0,12,7,5,1,3,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[0.529036, 0.16739, 0.091579, 0.611785, 0.026568, 0.464488, 0.572404, 0.444377, 0.460263, 0.614805, 0.417168, 0.537437]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",3.101090872126953,2.81900974354284,0.9189627911756901
206314,189443,10.0,-50.0,12,3,4,3,2,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.504253, 0.455718, 0.594036, 0.361733, 0.423992, 0.590432, 0.600492, 0.0, 0.039735, 0.328019, 0.449116, 0.0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",2.0809594630971175,2.6636207762809248,1.3100755520572276
206930,184305,10.0,-50.0,6,4,5,2,1,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.505677, 0.459214, 0.590611, 0.53022, 0.574619, 0.595302]","[1, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1]",1.7154923048810975,2.19016267581761,1.287506953287655
207423,186224,10.0,-50.0,4,2,2,1,1,"[0.0, 0.0, 1.0, 1.0]","[0.0, 0.59081, 0.602901, 0.150769]","[0, 0, 1, 1]","[0, 1, 1, 0]",0.8259317485463354,0.8569772345510753,1.0400159223009555
207475,192618,10.0,-50.0,5,2,2,1,1,"[1.0, 1.0, 0.0, 0.0, 0.0]","[0.448479, 0.71852, 0.569457, 0.247142, 0.357534]","[1, 1, 0, 0, 0]","[0, 1, 1, 0, 0]",0.8792259254211634,0.6068427737878672,0.6921623820182097
207836,184831,10.0,-50.0,4,2,0,0,2,"[0.0, 0.0, 1.0, 1.0]","[0.499998, 0.427044, 0.430466, 0.476471]","[0, 0, 1, 1]","[0, 0, 0, 0]",0.8873538536132757,0.2308844594424321,0.2652184383916632
208093,203811,10.0,-50.0,6,4,3,0,1,"[1.0, 0.0, 1.0, 0.0, 1.0, 1.0]","[0.371988, 0.0, 0.909917, 0.0, 1.0, 0.78544]","[1, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 1, 1]",3.135315397336999,2.4749190461086297,0.7906530047203977
208904,200676,10.0,-50.0,11,5,4,1,2,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[0.059672, 0.040893, 0.242364, 1.0, 0.508952, 0.0, 0.565492, 0.218487, 0.0, 0.69478, 0.0]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]",3.422680825932712,2.926043965885568,0.8616637588996213
208966,196199,10.0,-50.0,7,4,1,0,3,"[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]","[0.487018, 0.460743, 0.549823, 0.484758, 0.0, 0.0, 0.0846]","[0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]",1.4405262350925365,0.5357593797790178,0.3736637077924379
208976,188476,10.0,-50.0,5,3,4,2,1,"[0.0, 0.0, 1.0, 1.0, 1.0]","[0.514583, 0.605047, 0.498809, 0.58617, 0.577739]","[0, 0, 1, 1, 1]","[1, 1, 0, 1, 1]",1.2326579509944042,1.9258553624214119,1.6009000242242555
209495,189342,10.0,-50.0,4,2,4,2,0,"[1.0, 0.0, 1.0, 0.0]","[0.624426, 0.603278, 0.511414, 0.617564]","[1, 0, 1, 0]","[1, 1, 1, 1]",1.0005348172133366,1.7237394496200842,1.7300379155864005
209709,184968,10.0,-50.0,10,6,3,0,3,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0.9078, 0.0, 0.0, 0.083522, 0.0, 0.0, 0.498814, 0.052683, 0.545272, 0.602699]","[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",1.7467054007923886,1.0583073148597375,0.6255323171138222
210209,180231,10.0,-50.0,7,3,3,0,0,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.0, 0.0, 0.388812, 0.0, 1.0, 0.700903, 0.293332]","[1, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 1, 1, 0]",1.0665700221371255,1.0665700221371255,1.0158660578998187
180164,197248,10.0,-30.0,4,2,2,0,0,"[1.0, 0.0, 1.0, 0.0]","[0.626238, 0.455255, 0.701785, 0.0]","[1, 0, 1, 0]","[1, 0, 1, 0]",1.3503350694748417,1.3503350694748417,1.0083629333164386
180236,203656,10.0,-30.0,8,3,3,2,2,"[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.156628, 0.895163, 0.099478, 0.677226, 0.524976, 0.178334, 0.0, 0.069483]","[0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",1.5000173534132406,1.9726682693089872,1.32124603275685
180329,189548,10.0,-30.0,4,2,0,0,2,"[1.0, 1.0, 0.0, 0.0]","[0.406556, 0.485008, 0.341061, 0.325125]","[1, 1, 0, 0]","[0, 0, 0, 0]",1.3000633885575328,0.2108644313357808,0.16361940649151108
180687,187024,10.0,-30.0,7,4,2,0,2,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0]","[0.454033, 0.408503, 1.0, 0.0, 0.0, 0.480533, 0.535334]","[1, 0, 1, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 1]",1.6253912852413142,0.8886309294757755,0.5495719553156115
180723,207048,10.0,-30.0,10,5,5,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[0.527433, 0.265392, 0.236103, 1.0, 0.455379, 0.906664, 1.0, 0.274888, 0.0, 1.0]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 1, 0, 0, 1]",4.400504749829486,4.068194859004545,0.9334753665132474
180815,206160,10.0,-30.0,14,7,8,1,0,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.937918, 0.0, 0.621371, 0.83921, 0.367487, 1.0, 0.0, 0.356539, 0.864673, 0.0, 0.0, 0.564288, 0.849275, 1.0]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1]",2.485215616303847,2.5687128799830155,1.0987061214775733
180834,205125,10.0,-30.0,5,3,2,0,1,"[0.0, 0.0, 1.0, 1.0, 1.0]","[0.439406, 0.476076, 0.647018, 0.492917, 0.614883]","[0, 0, 1, 1, 1]","[0, 0, 1, 0, 1]",2.04071236596328,0.8048758649048684,0.3957560584903901
181002,188173,10.0,-30.0,9,4,4,0,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[0.690495, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[1, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 1, 1, 0]",1.7103073873347658,1.7103073873347658,1.0063469966970993
181023,208822,10.0,-30.0,4,2,2,1,1,"[0.0, 1.0, 1.0, 0.0]","[0.554728, 0.550511, 0.248574, 0.278562]","[0, 1, 1, 0]","[1, 1, 0, 0]",1.3152556806315001,1.487418292677952,1.142878570903216
181295,210119,10.0,-30.0,9,5,3,0,2,"[0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.0, 1.0, 0.635558, 0.430925, 0.061245, 0.373974, 0.0, 0.0, 1.0]","[0, 1, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 0, 0, 0, 0, 1]",3.008892835511307,1.955400109042499,0.6608041854592394
181588,206273,10.0,-30.0,8,4,4,3,3,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.595041, 0.305756, 0.515899, 0.57945, 0.509619, 0.0, 0.030468, 0.205715]","[0, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 0]",1.0663860012584387,1.4603092016064867,1.3963268447011257
182072,199843,10.0,-30.0,7,4,2,0,2,"[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[0.500285, 0.432797, 0.606362, 0.0, 0.0, 0.135263, 0.146409]","[1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 0]",3.3702220490220873,1.6264080694223622,0.48418853842227666
182354,185997,10.0,-30.0,10,5,5,1,1,"[1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[0.414264, 0.750271, 0.298977, 0.0, 1.0, 1.0, 0.522426, 0.0, 0.0, 1.0]","[1, 1, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 1]",2.7841428864838265,2.402470542459175,0.8651609785545138
182369,181607,10.0,-30.0,5,1,0,0,1,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.455877, 0.0, 0.0]","[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0]",1.890689514944936,0.7870588156692516,0.4172377799752218
182581,208651,10.0,-30.0,4,3,1,0,2,"[1.0, 1.0, 0.0, 1.0]","[0.510067, 0.131522, 0.0, 0.389877]","[1, 1, 0, 1]","[1, 0, 0, 0]",1.2466489006211838,0.4731161732286598,0.38091872678504196
182967,198780,10.0,-30.0,10,6,5,4,5,"[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[0.575694, 0.404659, 0.589316, 0.393352, 0.482835, 0.353139, 0.440301, 0.578032, 0.611857, 0.531755]","[0, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 1]",1.888907079208392,1.9466693384918243,1.049043741320829
183423,197906,10.0,-30.0,7,2,2,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.580091, 0.540833, 0.0, 0.225791, 0.304408, 0.447937, 0.0]","[0, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 0]",1.277267934628681,1.3760190588476129,1.080933468005628
183796,186882,10.0,-30.0,11,5,4,1,2,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[0.489072, 0.483009, 0.0, 1.0, 0.0, 1.0, 0.0, 0.315148, 0.39514, 1.0, 0.538876]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]",2.004656692239265,1.4759898609968025,0.7460226233001919
184015,184061,10.0,-30.0,7,5,5,1,1,"[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]","[0.587675, 0.616007, 0.51354, 0.531586, 0.699923, 0.0, 0.363598]","[1, 0, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 0]",1.7220825838071119,1.7568049821553744,1.028971078065906
184033,189853,10.0,-30.0,7,2,4,4,2,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.388625, 0.604415, 0.569123, 0.130981, 0.46906, 0.610549, 0.596827]","[1, 0, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1]",1.2074199308863212,2.081014495405329,1.7262732277414243
184090,195582,10.0,-30.0,9,6,4,0,2,"[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[0.311363, 1.0, 0.0, 1.0, 0.966538, 0.106521, 0.0, 0.54763, 0.129108]","[0, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 1, 0, 1, 1, 0, 0, 1, 0]",5.504358321570608,2.5555137955225673,0.46732954866167437
184709,196154,10.0,-30.0,5,2,3,2,1,"[1.0, 0.0, 1.0, 0.0, 0.0]","[0.530153, 0.630692, 0.475937, 0.587968, 0.494973]","[1, 0, 1, 0, 0]","[1, 1, 0, 1, 0]",1.0905231466271232,1.7171250867193288,1.583310212411851
185337,193957,10.0,-30.0,4,3,1,0,2,"[1.0, 1.0, 1.0, 0.0]","[0.193169, 0.463474, 0.57561, 0.283685]","[1, 1, 1, 0]","[0, 0, 1, 0]",1.4900048388367595,0.6214692478624748,0.4187140849305524
185785,189513,10.0,-30.0,5,1,3,3,1,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.187549, 0.562312, 0.501877, 0.397373, 0.624741]","[0, 0, 0, 1, 0]","[0, 1, 1, 0, 1]",1.096883275055878,1.382509541900719,1.2625277338322807
185875,206473,10.0,-30.0,23,11,10,3,4,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[0.53024, 0.0, 0.331369, 0.460152, 0.424378, 0.427547, 0.524863, 0.542605, 0.263657, 0.328765, 0.623019, 0.501552, 0.924076, 0.546016, 0.257989, 0.318013, 0.323486, 0.866638, 1.0, 0.0, 0.0, 0.0, 1.0]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",4.886928355255206,4.310582588863458,0.9501684753410643
186117,200624,10.0,-30.0,6,3,6,3,0,"[0.0, 0.0, 1.0, 1.0, 0.0, 1.0]","[0.563488, 0.545839, 0.551951, 0.551316, 0.618582, 0.60147]","[0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1]",1.2084231400862042,2.035890947143499,1.6947472986549583
186198,204134,10.0,-30.0,4,2,1,1,2,"[1.0, 1.0, 0.0, 0.0]","[0.05843, 0.110083, 0.0, 0.625308]","[1, 1, 0, 0]","[0, 0, 0, 1]",1.1375601839142244,0.9978396707682631,0.8806973540296937
186356,189091,10.0,-30.0,11,6,4,1,3,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[0.475665, 0.031779, 0.562345, 0.423951, 0.376321, 0.513562, 0.140637, 0.0, 0.565005, 0.564163, 0.348969]","[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",2.35684050341058,1.6835436440846183,0.7207549925603051
186407,182154,10.0,-30.0,11,7,5,0,2,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.948864, 0.0, 0.0, 0.430279, 0.362826, 0.37635, 0.800152, 1.0, 0.145486, 0.542899]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",2.2899527895725864,1.8580180959159147,0.8982923175998738
186810,208210,10.0,-30.0,6,3,2,0,1,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[0.654785, 0.095845, 0.047424, 0.0, 0.838194, 0.427302]","[1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0]",1.5429417425142504,1.5044359802335971,0.995597740362476
187212,192870,10.0,-30.0,4,3,1,0,2,"[1.0, 1.0, 1.0, 0.0]","[0.3488, 0.389697, 0.620858, 0.0]","[1, 1, 1, 0]","[0, 0, 1, 0]",1.0349589618918746,0.3316445770185195,0.32398112912640104
187417,207485,10.0,-30.0,9,5,4,1,2,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","[0.415474, 0.353185, 0.516446, 0.0, 1.0, 0.073601, 1.0, 1.0, 0.0]","[1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 1, 0]",6.94984716193321,4.647668115512113,0.6724421739524981
188013,194919,10.0,-30.0,14,7,7,1,1,"[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.374576, 0.087485, 0.0, 0.0, 0.522419, 1.0, 0.465143]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",2.030727725621682,1.7004902940155144,0.8489216902299255
189027,190257,10.0,-30.0,10,5,6,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]","[0.209283, 0.78774, 0.530197, 0.336935, 0.0, 1.0, 0.0, 1.0, 0.616334, 0.519089]","[0, 1, 0, 0, 0, 1, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 1]",1.7231368189640917,2.391447330353322,1.398641492675206
189143,193722,10.0,-30.0,7,6,3,0,3,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[0.59049, 0.36945, 0.315309, 0.699778, 0.0, 0.595087, 0.136697]","[1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 0, 1, 0]",2.2624827365965325,1.1635083288548353,0.5161708291783442
189265,184120,10.0,-30.0,3,1,1,1,1,"[0.0, 1.0, 0.0]","[0.371218, 0.318089, 0.527338]","[0, 1, 0]","[0, 0, 1]",0.6659566324703287,0.5970459563096207,0.9023275112429814
189415,192019,10.0,-30.0,4,1,3,2,0,"[0.0, 0.0, 0.0, 1.0]","[0.544476, 0.462092, 0.576134, 0.607616]","[0, 0, 0, 1]","[1, 0, 1, 1]",0.6447041095006346,1.8686176682773987,2.9061644288576356
189500,185042,10.0,-30.0,9,4,3,1,2,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.522661, 0.366672, 0.0, 0.231482, 0.0, 0.771331, 0.0, 0.0, 0.80916]","[0, 1, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 0, 1]",2.4319789532021403,2.7321016964865894,1.1277650282611567
190073,201891,10.0,-30.0,10,4,3,1,2,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","[0.379356, 0.274864, 0.860173, 0.0, 0.612224, 0.373734, 0.582313, 0.0, 0.393199, 0.200239]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",3.0597045339056397,2.6051101137466177,0.8576940214300981
190353,181954,10.0,-30.0,5,2,2,0,0,"[0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.385809, 0.558931, 1.0, 0.154845]","[0, 0, 1, 1, 0]","[0, 0, 1, 1, 0]",0.7357414751184999,0.7357414751184999,1.0057619091916592
190392,207670,10.0,-30.0,6,3,2,0,1,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[0.639749, 0.0, 0.0, 0.240892, 0.655841, 0.40414]","[1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 0]",1.5945893567808214,1.2964504478052623,0.8146513325264264
190525,205438,10.0,-30.0,5,1,2,1,0,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.516134, 0.475935, 0.0, 0.0, 0.85086]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 1]",0.511267040163908,0.864320257368261,1.6939979386794723
