protocol_id,mean_epsp_ratio,sem_epsp_ratio,frequency_train,dt_train,mean_epsp_ratio_sim,sem_epsp_ratio_sim,std_epsp_ratio_sim,count,error,param_set
mrk97_03,1.2038,0.0644,10.0,5,1.2699636278119915,0.053779328515621054,0.5377932851562105,100,1.0273855250309236,Chindemi_params
mrk97_07,1.2013,0.0626,10.0,10,1.1742264148450783,0.048969162020783386,0.4896916202078339,100,0.43248538586136986,Chindemi_params
mrk97_08,0.7922,0.0259,10.0,-10,0.9436350044212282,0.03130398204113656,0.31303982041136563,100,5.846911367614987,Chindemi_params
