protocol_id,mean_epsp_ratio,sem_epsp_ratio,frequency_train,dt_train,mean_epsp_ratio_sim,sem_epsp_ratio_sim,std_epsp_ratio_sim,count,error,param_set
mrk97_03,1.2038,0.0644,10.0,5,0.6643434405453259,0.061136762236246686,0.1933314174347087,10,8.376654649917299,custom_v2
mrk97_07,1.2013,0.0626,10.0,10,0.6643434405453259,0.061136762236246686,0.1933314174347087,10,8.57758082195965,custom_v2
mrk97_08,0.7922,0.0259,10.0,-10,0.6643434405453259,0.061136762236246686,0.1933314174347087,10,4.936546697091664,custom_v2
