config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0",0.2973179162900469,0.018047390297876085,5,13255,205995
"0,0,0,0,0,0,0,0,1",0.38684327038211186,0.02096933010597086,5,13255,205995
"0,0,0,0,0,0,0,1,0",0.3242716934465276,0.010774434263702094,5,13255,205995
"0,0,0,0,0,0,1,0,0",0.40098024666009235,0.026034368376397218,5,13255,205995
"0,0,0,0,0,1,0,0,0",0.38969466687536614,0.031792882122606614,5,13255,205995
"0,0,0,0,1,0,0,0,0",0.5220796417955863,0.02936820100492144,5,13255,205995
"0,0,0,1,0,0,0,0,0",0.45251162457833044,0.02202577196512301,5,13255,205995
"0,0,1,0,0,0,0,0,0",0.3327853870707701,0.012553461129868165,5,13255,205995
"0,1,0,0,0,0,0,0,0",0.3866370350063816,0.02222398111451351,5,13255,205995
"1,0,0,0,0,0,0,0,0",0.39809091905797345,0.017747004971437514,5,13255,205995
"1,1,1,1,1,1,1,1,1",1.1838042805688724,0.04135696709971949,5,13255,205995
