config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0",0.24429004915852842,0.026288793256341494,5,20129,181038
"0,0,0,0,0,0,0,1",0.2742345710027434,0.030453742948073372,5,20129,181038
"0,0,0,0,0,0,1,0",0.3446164721902188,0.06822656797821368,5,20129,181038
"0,0,0,0,0,1,0,0",0.38869936967301916,0.03233106653351664,5,20129,181038
"0,0,0,0,1,0,0,0",0.30303191574095506,0.02389089982093186,5,20129,181038
"0,0,0,1,0,0,0,0",0.44858228014615165,0.04755273007932046,5,20129,181038
"0,0,1,0,0,0,0,0",0.38741264847206713,0.031285332279534575,5,20129,181038
"0,1,0,0,0,0,0,0",0.33387541115064534,0.030508033561553693,5,20129,181038
"1,0,0,0,0,0,0,0",0.2799666037967,0.027839055392122225,5,20129,181038
"1,1,1,1,1,1,1,1",1.033681787390275,0.07402466461836255,5,20129,181038
