config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.3491191546006289,0.01717383474561267,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",0.37622178184103605,0.01695043418595688,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",0.3877163518148447,0.021067261928714567,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",0.35664444480561647,0.01793789224600678,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0",0.42010223603488417,0.021772057062011456,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0",0.4876893761717783,0.02734832958996378,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",0.37851550950452195,0.017189608993084457,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",0.39548682242066396,0.019719336840927384,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",0.42129038870325103,0.022058806604245217,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",0.3857666113420251,0.021932968235336706,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",0.43113053710787497,0.02474409063192907,5,164156,194919
"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",0.4154443434666599,0.01874260371521356,5,164156,194919
"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",0.38714526618936296,0.02202498531759784,5,164156,194919
"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",0.4507869776030279,0.018825959769018255,5,164156,194919
"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",0.3848743453561362,0.021282457664089368,5,164156,194919
"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.3694969650391222,0.01806824368474965,5,164156,194919
"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.4512134290363842,0.020490871432593972,5,164156,194919
"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.37885547788168333,0.019648775091544966,5,164156,194919
"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.388353551883484,0.01924344604875053,5,164156,194919
"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.38653757221307883,0.01628698566408916,5,164156,194919
"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.39767805323261407,0.01777109212395196,5,164156,194919
"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0.36997182685263325,0.01647788193625267,5,164156,194919
"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",1.3600084728928128,0.03538727795466902,5,164156,194919
