config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0",0.3936219961073592,0.04189418511609784,5,168529,185383
"0,0,0,0,0,0,0,0,0,0,1",0.39613789070124433,0.04295751100277205,5,168529,185383
"0,0,0,0,0,0,0,0,0,1,0",0.40979839973686605,0.042489495184924876,5,168529,185383
"0,0,0,0,0,0,0,0,1,0,0",0.5701969088144239,0.057360958129392695,5,168529,185383
"0,0,0,0,0,0,0,1,0,0,0",0.6539319526761751,0.0331019379326463,5,168529,185383
"0,0,0,0,0,0,1,0,0,0,0",0.47850761473071846,0.04780360890699047,5,168529,185383
"0,0,0,0,0,1,0,0,0,0,0",0.4212035728929993,0.041215499124040954,5,168529,185383
"0,0,0,0,1,0,0,0,0,0,0",0.5310709995110363,0.029990716231672005,5,168529,185383
"0,0,0,1,0,0,0,0,0,0,0",0.4851234028471104,0.05259033860887673,5,168529,185383
"0,0,1,0,0,0,0,0,0,0,0",0.46406921428790565,0.04697793476990622,5,168529,185383
"0,1,0,0,0,0,0,0,0,0,0",0.5611146987166153,0.021264244604604184,5,168529,185383
"1,0,0,0,0,0,0,0,0,0,0",0.4528522837394995,0.03467008936364677,5,168529,185383
"1,1,1,1,1,1,1,1,1,1,1",1.420782056814381,0.05364099603621206,5,168529,185383
