config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0",0.35997972375873155,0.027760975091473496,5,23177,192945
"0,0,0,0,0,0,0,0,0,0,0,1",0.38091307575880295,0.0286284965168574,5,23177,192945
"0,0,0,0,0,0,0,0,0,0,1,0",0.39942131528306773,0.02807638441977696,5,23177,192945
"0,0,0,0,0,0,0,0,0,1,0,0",0.3800935786008969,0.029388798958953473,5,23177,192945
"0,0,0,0,0,0,0,0,1,0,0,0",0.398607629625518,0.02352691136140027,5,23177,192945
"0,0,0,0,0,0,0,1,0,0,0,0",0.44661626603357363,0.03429846694180183,5,23177,192945
"0,0,0,0,0,0,1,0,0,0,0,0",0.41331807754342764,0.031042244665418908,5,23177,192945
"0,0,0,0,0,1,0,0,0,0,0,0",0.6096612571536657,0.01916465392126079,5,23177,192945
"0,0,0,0,1,0,0,0,0,0,0,0",0.4204778051372668,0.02462084287577052,5,23177,192945
"0,0,0,1,0,0,0,0,0,0,0,0",0.5747898092328783,0.03714576634518252,5,23177,192945
"0,0,1,0,0,0,0,0,0,0,0,0",0.5567233911788431,0.0479933158138006,5,23177,192945
"0,1,0,0,0,0,0,0,0,0,0,0",0.42562269051667173,0.02835719888801365,5,23177,192945
"1,0,0,0,0,0,0,0,0,0,0,0",0.4927640624256834,0.03850279950514396,5,23177,192945
"1,1,1,1,1,1,1,1,1,1,1,1",1.4958386064719362,0.06157447727907616,5,23177,192945
