config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0",1.5747048724833532,0.1506281235005646,10,205643,189193
"0,0,0,0,0,0,0,0,0,0,0,1",1.8901650347815746,0.10401839478515915,10,205643,189193
"0,0,0,0,0,0,0,0,0,0,1,0",1.9211239304821561,0.13310466239325774,10,205643,189193
"0,0,0,0,0,0,0,0,0,1,0,0",1.9407862441226882,0.15950524607185965,10,205643,189193
"0,0,0,0,0,0,0,0,1,0,0,0",1.9150575415207343,0.15742137401655718,10,205643,189193
"0,0,0,0,0,0,0,1,0,0,0,0",1.9573021464951394,0.22649195222498159,10,205643,189193
"0,0,0,0,0,0,1,0,0,0,0,0",2.152013314665723,0.08137785986105617,10,205643,189193
"0,0,0,0,0,1,0,0,0,0,0,0",2.2585419387993158,0.12240014818081264,10,205643,189193
"0,0,0,0,1,0,0,0,0,0,0,0",1.968530834241521,0.1449550348522917,10,205643,189193
"0,0,0,1,0,0,0,0,0,0,0,0",1.771725281022428,0.1296734627013408,10,205643,189193
"0,0,1,0,0,0,0,0,0,0,0,0",1.6979047301200965,0.15444127625923332,10,205643,189193
"0,1,0,0,0,0,0,0,0,0,0,0",1.73759205721247,0.10164085805723876,10,205643,189193
"1,0,0,0,0,0,0,0,0,0,0,0",2.142011702353078,0.12736007538487296,10,205643,189193
"1,1,1,1,1,1,1,1,1,1,1,1",6.196478435029792,0.3382070089182995,10,205643,189193
