config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0",3.5678901591772614,0.20536890630083388,10,186407,182154
"0,0,0,0,0,0,0,0,0,0,1",3.9500797824442486,0.10961742257806681,10,186407,182154
"0,0,0,0,0,0,0,0,0,1,0",3.580205350919395,0.1993850163831338,10,186407,182154
"0,0,0,0,0,0,0,0,1,0,0",4.320643309168578,0.16905646785785391,10,186407,182154
"0,0,0,0,0,0,0,1,0,0,0",3.641938748796517,0.23773774506841625,10,186407,182154
"0,0,0,0,0,0,1,0,0,0,0",3.9925164568035543,0.15204858875539587,10,186407,182154
"0,0,0,0,0,1,0,0,0,0,0",3.655267780550777,0.1889860172937855,10,186407,182154
"0,0,0,0,1,0,0,0,0,0,0",3.7749746283989465,0.18280288195168456,10,186407,182154
"0,0,0,1,0,0,0,0,0,0,0",4.329787182764193,0.23866221369849255,10,186407,182154
"0,0,1,0,0,0,0,0,0,0,0",3.9435420180868803,0.10165544065182751,10,186407,182154
"0,1,0,0,0,0,0,0,0,0,0",3.676106796381892,0.19109502019492236,10,186407,182154
"1,0,0,0,0,0,0,0,0,0,0",3.63387411303638,0.18734400597835837,10,186407,182154
"1,1,1,1,1,1,1,1,1,1,1",8.44167535312015,0.275105250267497,10,186407,182154
