config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0,0",5.138752689962429,0.34492047968053663,10,204883,200512
"0,0,0,0,0,0,0,0,0,0,0,0,0,1",5.751945940299599,0.30918085797143086,10,204883,200512
"0,0,0,0,0,0,0,0,0,0,0,0,1,0",5.794028747661981,0.3623458033715957,10,204883,200512
"0,0,0,0,0,0,0,0,0,0,0,1,0,0",5.553095355508484,0.3387352647822877,10,204883,200512
"0,0,0,0,0,0,0,0,0,0,1,0,0,0",5.399943759833046,0.3479956018566229,10,204883,200512
"0,0,0,0,0,0,0,0,0,1,0,0,0,0",5.499124854113182,0.3453211281263677,10,204883,200512
"0,0,0,0,0,0,0,0,1,0,0,0,0,0",5.474790070428144,0.3945553171479134,10,204883,200512
"0,0,0,0,0,0,0,1,0,0,0,0,0,0",5.399030531966143,0.28691724466501045,10,204883,200512
"0,0,0,0,0,0,1,0,0,0,0,0,0,0",5.532033747670724,0.42544275076482807,10,204883,200512
"0,0,0,0,0,1,0,0,0,0,0,0,0,0",5.393163740103837,0.33023494103044854,10,204883,200512
"0,0,0,0,1,0,0,0,0,0,0,0,0,0",5.487866743039866,0.3790201790883904,10,204883,200512
"0,0,0,1,0,0,0,0,0,0,0,0,0,0",5.503431559813521,0.38018221183281997,10,204883,200512
"0,0,1,0,0,0,0,0,0,0,0,0,0,0",6.036881737626286,0.15743514854510085,10,204883,200512
"0,1,0,0,0,0,0,0,0,0,0,0,0,0",6.012500925297329,0.33078160458560224,10,204883,200512
"1,0,0,0,0,0,0,0,0,0,0,0,0,0",5.553208541456998,0.33156573721774696,10,204883,200512
"1,1,1,1,1,1,1,1,1,1,1,1,1,1",11.047124765058596,0.2940713407601249,10,204883,200512
