config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3.511831362853793,0.2917228667077118,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",4.031965231056477,0.3681193535615752,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",3.8542274062736865,0.2468196751025598,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",3.9116984654438793,0.2834632193266627,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0",3.6876173521584548,0.22570347156162082,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0",4.047563227753921,0.2871088794996191,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",4.0154598603075105,0.24858357251884503,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",3.7286552404290676,0.2678282552394396,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",4.101798508825718,0.2987487118622564,10,194532,187415
"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",3.6955537654652106,0.14241020277624541,10,194532,187415
"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0",3.7764137046850523,0.2650681464803787,10,194532,187415
"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",3.7847713088408073,0.34491654160199653,10,194532,187415
"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",3.679717939994012,0.2954585535183437,10,194532,187415
"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",3.7606314471944926,0.3054236091726593,10,194532,187415
"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",3.7590072897807234,0.27780543346438746,10,194532,187415
"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3.972521317051341,0.2092085500487546,10,194532,187415
"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3.6100105785026018,0.2384400930788352,10,194532,187415
"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",4.051320504630017,0.21853074307570713,10,194532,187415
"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3.5366862899303784,0.297116532548072,10,194532,187415
"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",3.756481277066139,0.29803853044700807,10,194532,187415
"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",9.532333538133837,0.19624347212722965,10,194532,187415
