config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0",3.0902852382403934,0.2414931246711423,10,186356,189091
"0,0,0,0,0,0,0,0,0,0,1",3.4075998203046836,0.1725893241390917,10,186356,189091
"0,0,0,0,0,0,0,0,0,1,0",3.3749167195289473,0.23568135858858555,10,186356,189091
"0,0,0,0,0,0,0,0,1,0,0",3.482169313184559,0.2586503297342047,10,186356,189091
"0,0,0,0,0,0,0,1,0,0,0",3.09029261234308,0.24148215323853572,10,186356,189091
"0,0,0,0,0,0,1,0,0,0,0",3.522934035921361,0.2360434302115999,10,186356,189091
"0,0,0,0,0,1,0,0,0,0,0",3.454624710038911,0.2721783156267765,10,186356,189091
"0,0,0,0,1,0,0,0,0,0,0",3.40847117337603,0.13305965897853822,10,186356,189091
"0,0,0,1,0,0,0,0,0,0,0",4.013338417138044,0.0742115572438849,10,186356,189091
"0,0,1,0,0,0,0,0,0,0,0",3.341653419123419,0.1847205953149073,10,186356,189091
"0,1,0,0,0,0,0,0,0,0,0",3.3539791935831786,0.2153042522582054,10,186356,189091
"1,0,0,0,0,0,0,0,0,0,0",3.3428595056552437,0.16578521837168306,10,186356,189091
"1,1,1,1,1,1,1,1,1,1,1",7.078377735268466,0.16009134673361144,10,186356,189091
