config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0",1.7201549764782669,0.07893700066792872,10,180236,203656
"0,0,0,0,0,0,0,1",1.8559264161901239,0.08312202501470631,10,180236,203656
"0,0,0,0,0,0,1,0",2.113552520633698,0.12053910683635427,10,180236,203656
"0,0,0,0,0,1,0,0",2.064704836757355,0.07707159309811598,10,180236,203656
"0,0,0,0,1,0,0,0",2.2957438526245184,0.11088760765211672,10,180236,203656
"0,0,0,1,0,0,0,0",1.911576228316339,0.11833088170595518,10,180236,203656
"0,0,1,0,0,0,0,0",2.3301998734303537,0.13421006693231716,10,180236,203656
"0,1,0,0,0,0,0,0",1.8836050408746288,0.05853821646088208,10,180236,203656
"1,0,0,0,0,0,0,0",1.897578295880186,0.04564219707268368,10,180236,203656
"1,1,1,1,1,1,1,1",4.016835242223773,0.14418808899599558,10,180236,203656
