config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0",1.8660728062596263,0.029495255237971783,10,205559,199162
"0,0,0,0,0,0,0,1",1.8661594152578842,0.029429830172315888,10,205559,199162
"0,0,0,0,0,0,1,0",2.011955752054722,0.09614071588106321,10,205559,199162
"0,0,0,0,0,1,0,0",1.8731762740712625,0.030970778801358442,10,205559,199162
"0,0,0,0,1,0,0,0",3.0799705071142798,0.042773301306100034,10,205559,199162
"0,0,0,1,0,0,0,0",2.4925859761763505,0.08906064407622623,10,205559,199162
"0,0,1,0,0,0,0,0",1.9332734548814088,0.018230630425504643,10,205559,199162
"0,1,0,0,0,0,0,0",1.944692123842404,0.029765498599476574,10,205559,199162
"1,0,0,0,0,0,0,0",2.057212024627664,0.054205818087050016,10,205559,199162
"1,1,1,1,1,1,1,1",4.072414788724473,0.11826561560033724,10,205559,199162
