config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0,0,0",2.9123041670495255,0.19742081759590488,10,206314,189443
"0,0,0,0,0,0,0,0,0,0,0,1",3.0650581656359477,0.18585725175458884,10,206314,189443
"0,0,0,0,0,0,0,0,0,0,1,0",3.1120645773390194,0.18026669120813382,10,206314,189443
"0,0,0,0,0,0,0,0,0,1,0,0",3.5248044553128266,0.1550065796319462,10,206314,189443
"0,0,0,0,0,0,0,0,1,0,0,0",3.2504653625383297,0.24380294672324376,10,206314,189443
"0,0,0,0,0,0,0,1,0,0,0,0",3.1287543504662323,0.2236225650650511,10,206314,189443
"0,0,0,0,0,0,1,0,0,0,0,0",3.07998950521945,0.2214317671042986,10,206314,189443
"0,0,0,0,0,1,0,0,0,0,0,0",3.481758529212608,0.24893499228354837,10,206314,189443
"0,0,0,0,1,0,0,0,0,0,0,0",3.4997446374695103,0.1595664968878581,10,206314,189443
"0,0,0,1,0,0,0,0,0,0,0,0",3.3675008339125796,0.14003264868977947,10,206314,189443
"0,0,1,0,0,0,0,0,0,0,0,0",3.1452378208484104,0.2104756657766723,10,206314,189443
"0,1,0,0,0,0,0,0,0,0,0,0",3.2048527950182133,0.2523105551114045,10,206314,189443
"1,0,0,0,0,0,0,0,0,0,0,0",3.116928582028838,0.15606573487558895,10,206314,189443
"1,1,1,1,1,1,1,1,1,1,1,1",6.822551251920925,0.15658236641100534,10,206314,189443
