config,mean,std,count,pre_gid,post_gid
"0,0,0,0,0,0,0,0,0,0",3.0429088244797184,0.10418038379754682,10,182967,198780
"0,0,0,0,0,0,0,0,0,1",3.1815526763738147,0.14068574048723329,10,182967,198780
"0,0,0,0,0,0,0,0,1,0",3.5649620501222996,0.13170297245141574,10,182967,198780
"0,0,0,0,0,0,0,1,0,0",3.445227172345581,0.09939322146259895,10,182967,198780
"0,0,0,0,0,0,1,0,0,0",3.2520351526483635,0.1355463179278509,10,182967,198780
"0,0,0,0,0,1,0,0,0,0",3.5238243566103407,0.11987935433898891,10,182967,198780
"0,0,0,0,1,0,0,0,0,0",3.4068498908619747,0.1199295260594839,10,182967,198780
"0,0,0,1,0,0,0,0,0,0",3.19394769528661,0.11337845525722416,10,182967,198780
"0,0,1,0,0,0,0,0,0,0",3.2180756768903906,0.09741987133709748,10,182967,198780
"0,1,0,0,0,0,0,0,0,0",3.222251581002992,0.14791102524395328,10,182967,198780
"1,0,0,0,0,0,0,0,0,0",3.753384959638717,0.11295943402676732,10,182967,198780
"1,1,1,1,1,1,1,1,1,1",6.276303667707053,0.11649113831473475,10,182967,198780
